Country,HSCode,Year,Value(Imports),Growth
KOREA DP RP,HSCode_84,2020,0.16,
KOREA RP,HSCode_84,2020,187.31,-1.16
KUWAIT,HSCode_84,2020,74.59,-36.25
KYRGHYZSTAN,HSCode_84,2020,0.11,-19.93
LAO PD RP,HSCode_84,2020,2.78,-30.21
LATVIA,HSCode_84,2020,3.7,24.66
LEBANON,HSCode_84,2020,13.5,-16.68
LESOTHO,HSCode_84,2020,0.14,-63.44
LIBERIA,HSCode_84,2020,8.16,32.32
LIBYA,HSCode_84,2020,7.0,-25.35
LIECHTENSTEIN,HSCode_84,2020,0.03,-59.43
LITHUANIA,HSCode_84,2020,9.79,-9.05
LUXEMBOURG,HSCode_84,2020,1.21,-85.76
MACAO,HSCode_84,2020,7.55,59.19
MACEDONIA,HSCode_84,2020,0.3,-38.58
MADAGASCAR,HSCode_84,2020,5.42,-30.44
MALAWI,HSCode_84,2020,16.02,-16.98
MALAYSIA,HSCode_84,2020,274.81,-15.25
MALDIVES,HSCode_84,2020,10.37,-37.09
MALI,HSCode_84,2020,14.43,18.17
MALTA,HSCode_84,2020,1.78,-65.27
MARSHALL ISLAND,HSCode_84,2020,0.11,33.16
MARTINIQUE,HSCode_84,2020,0.0,49.76
MAURITANIA,HSCode_84,2020,7.59,27.93
MAURITIUS,HSCode_84,2020,10.79,-52.08
MAYOTTE,HSCode_84,2020,0.0,-99.07
MEXICO,HSCode_84,2020,191.66,-6.95
MICRONESIA,HSCode_84,2020,0.02,437.46
MOLDOVA,HSCode_84,2020,0.15,0.36
MONACO,HSCode_84,2020,0.02,-10.68
MONGOLIA,HSCode_84,2020,4.23,43.67
MONTENEGRO,HSCode_84,2020,0.07,127.54
MONTSERRAT,HSCode_84,2020,0.0,-39.87
MOROCCO,HSCode_84,2020,36.3,-27.92
MOZAMBIQUE,HSCode_84,2020,19.32,-25.42
MYANMAR,HSCode_84,2020,41.39,-34.49
N. MARIANA IS.,HSCode_84,2020,0.08,
NAMIBIA,HSCode_84,2020,1.55,-32.37
NAURU RP,HSCode_84,2020,0.01,368.91
NEPAL,HSCode_84,2020,463.36,-13.6
NETHERLAND,HSCode_84,2020,255.72,10.5
NETHERLANDANTIL,HSCode_84,2020,0.19,132.59
NEW CALEDONIA,HSCode_84,2020,0.9,4.1
NEW ZEALAND,HSCode_84,2020,76.53,286.72
NICARAGUA,HSCode_84,2020,4.73,41.58
NIGER,HSCode_84,2020,3.54,31.37
NIGERIA,HSCode_84,2020,400.31,-36.97
NIUE IS,HSCode_84,2020,0.0,-91.04
NORFOLK IS,HSCode_84,2020,,
NORWAY,HSCode_84,2020,9.81,-48.05
OMAN,HSCode_84,2020,191.34,-6.4
PAKISTAN IR,HSCode_84,2020,1.38,-96.74
PALAU,HSCode_84,2020,0.0,
PANAMA REPUBLIC,HSCode_84,2020,5.9,-27.33
PAPUA N GNA,HSCode_84,2020,2.26,-17.89
PARAGUAY,HSCode_84,2020,4.95,1.87
PERU,HSCode_84,2020,31.59,19.7
PHILIPPINES,HSCode_84,2020,93.25,-39.2
PITCAIRN IS.,HSCode_84,2020,,
POLAND,HSCode_84,2020,220.51,38.93
PORTUGAL,HSCode_84,2020,26.06,26.48
PUERTO RICO,HSCode_84,2020,4.6,149.37
QATAR,HSCode_84,2020,69.79,4.22
REUNION,HSCode_84,2020,0.54,-0.15
ROMANIA,HSCode_84,2020,42.31,-9.28
RUSSIA,HSCode_84,2020,227.0,-35.55
RWANDA,HSCode_84,2020,12.2,-38.08
SAHARWI A.DM RP,HSCode_84,2020,0.01,2597.04
SAMOA,HSCode_84,2020,0.11,-94.21
SAO TOME,HSCode_84,2020,0.0,-99.11
SAUDI ARAB,HSCode_84,2020,307.2,-2.48
SENEGAL,HSCode_84,2020,32.19,-0.79
SERBIA,HSCode_84,2020,9.52,61.43
SEYCHELLES,HSCode_84,2020,1.4,-50.31
SIERRA LEONE,HSCode_84,2020,8.86,-8.34
SINGAPORE,HSCode_84,2020,721.24,-5.13
SLOVAK REP,HSCode_84,2020,23.47,16.79
SLOVENIA,HSCode_84,2020,38.24,101.29
SOLOMON IS,HSCode_84,2020,0.05,-40.45
SOMALIA,HSCode_84,2020,6.94,-6.04
SOUTH AFRICA,HSCode_84,2020,171.39,-23.18
SOUTH SUDAN,HSCode_84,2020,0.81,-63.62
SPAIN,HSCode_84,2020,210.84,-4.95
SRI LANKA DSR,HSCode_84,2020,198.6,-2.45
ST HELENA,HSCode_84,2020,0.0,
ST KITT N A,HSCode_84,2020,0.03,31.25
ST LUCIA,HSCode_84,2020,0.73,389.04
ST VINCENT,HSCode_84,2020,0.02,-34.62
STATE OF PALEST,HSCode_84,2020,,
SUDAN,HSCode_84,2020,64.1,7.57
SURINAME,HSCode_84,2020,4.23,-54.04
SWAZILAND,HSCode_84,2020,0.71,-33.82
SWEDEN,HSCode_84,2020,80.73,-4.79
SWITZERLAND,HSCode_84,2020,34.64,-21.55
SYRIA,HSCode_84,2020,3.95,-83.23
TAIWAN,HSCode_84,2020,45.54,-20.59
TAJIKISTAN,HSCode_84,2020,0.19,889.11
TANZANIA REP,HSCode_84,2020,84.39,-0.89
THAILAND,HSCode_84,2020,837.63,19.35
TIMOR LESTE,HSCode_84,2020,0.0,-99.28
TOGO,HSCode_84,2020,18.45,227.02
TONGA,HSCode_84,2020,0.22,282.14
TRINIDAD,HSCode_84,2020,3.13,116.25
TUNISIA,HSCode_84,2020,10.39,-18.49
TURKEY,HSCode_84,2020,419.24,-9.1
TURKMENISTAN,HSCode_84,2020,3.29,16.86
TURKS C IS,HSCode_84,2020,0.0,-53.11
U ARAB EMTS,HSCode_84,2020,720.78,-7.16
U K,HSCode_84,2020,744.23,-27.38
U S A,HSCode_84,2020,4057.95,-9.73
UGANDA,HSCode_84,2020,80.58,-20.18
UKRAINE,HSCode_84,2020,14.39,-15.32
UNSPECIFIED,HSCode_84,2020,3.71,309.35
URUGUAY,HSCode_84,2020,7.1,-49.34
US MINOR OUTLYING ISLANDS,HSCode_84,2020,0.25,
UZBEKISTAN,HSCode_84,2020,37.34,-28.39
VANUATU REP,HSCode_84,2020,0.15,44.25
VATICAN CITY,HSCode_84,2020,,
VENEZUELA,HSCode_84,2020,1.28,-62.69
VIETNAM SOC REP,HSCode_84,2020,202.33,30.31
VIRGIN IS US,HSCode_84,2020,0.0,
YEMEN REPUBLC,HSCode_84,2020,17.02,10.48
ZAMBIA,HSCode_84,2020,42.06,-10.78
ZIMBABWE,HSCode_84,2020,14.79,9.67
AFGHANISTAN,HSCode_84,2022,6.57,1.08
ALBANIA,HSCode_84,2022,3.82,54.28
ALGERIA,HSCode_84,2022,63.3,-55.56
AMERI SAMOA,HSCode_84,2022,0.0,-98.51
ANDORRA,HSCode_84,2022,0.0,264.93
ANGOLA,HSCode_84,2022,42.7,69.52
ANGUILLA,HSCode_84,2022,0.03,-48.47
ANTARTICA,HSCode_84,2022,,
ANTIGUA,HSCode_84,2022,0.53,425.76
ARGENTINA,HSCode_84,2022,97.1,63.06
ARMENIA,HSCode_84,2022,4.34,105.03
ARUBA,HSCode_84,2022,0.13,945.01
AUSTRALIA,HSCode_84,2022,284.3,14.0
AUSTRIA,HSCode_84,2022,67.03,-5.76
AZERBAIJAN,HSCode_84,2022,10.02,69.84
BAHAMAS,HSCode_84,2022,0.71,33.45
BAHARAIN IS,HSCode_84,2022,50.48,-15.34
BANGLADESH PR,HSCode_84,2022,698.44,-4.78
BARBADOS,HSCode_84,2022,0.98,135.42
BELARUS,HSCode_84,2022,2.34,7.92
BELGIUM,HSCode_84,2022,273.0,6.43
BELIZE,HSCode_84,2022,1.01,315.41
BENIN,HSCode_84,2022,27.08,21.39
BERMUDA,HSCode_84,2022,0.0,-91.15
BHUTAN,HSCode_84,2022,78.96,-2.71
BOLIVIA,HSCode_84,2022,2.5,7.47
BOSNIA-HRZGOVIN,HSCode_84,2022,4.35,19.63
BOTSWANA,HSCode_84,2022,11.75,17.88
BR VIRGN IS,HSCode_84,2022,0.03,-15.15
BRAZIL,HSCode_84,2022,622.37,24.17
BRITISH INDIAN,HSCode_84,2022,0.0,
BRUNEI,HSCode_84,2022,6.84,176.83
BULGARIA,HSCode_84,2022,11.29,30.18
BURKINA FASO,HSCode_84,2022,8.76,-24.68
BURUNDI,HSCode_84,2022,4.87,-29.62
C AFRI REP,HSCode_84,2022,0.44,-42.84
CAMBODIA,HSCode_84,2022,7.3,-0.59
CAMEROON,HSCode_84,2022,47.76,154.31
CANADA,HSCode_84,2022,277.89,29.83
CAPE VERDE IS,HSCode_84,2022,0.46,25.25
CAYMAN IS,HSCode_84,2022,0.31,35.68
CHAD,HSCode_84,2022,1.68,4.81
CHILE,HSCode_84,2022,60.53,8.39
CHINA P RP,HSCode_84,2022,995.47,-6.75
COCOS IS,HSCode_84,2022,0.01,
COLOMBIA,HSCode_84,2022,61.32,22.78
COMOROS,HSCode_84,2022,0.1,-53.03
CONGO D. REP.,HSCode_84,2022,33.55,0.44
CONGO P REP,HSCode_84,2022,10.48,13.6
COOK IS,HSCode_84,2022,0.02,
COSTA RICA,HSCode_84,2022,7.49,-12.89
COTE D' IVOIRE,HSCode_84,2022,43.74,23.48
CROATIA,HSCode_84,2022,8.38,-39.32
CUBA,HSCode_84,2022,3.44,126.03
CYPRUS,HSCode_84,2022,1.38,-43.81
CZECH REPUBLIC,HSCode_84,2022,64.71,28.69
DENMARK,HSCode_84,2022,82.72,25.98
DJIBOUTI,HSCode_84,2022,20.51,87.04
DOMINIC REP,HSCode_84,2022,18.12,82.73
DOMINICA,HSCode_84,2022,0.13,-52.39
ECUADOR,HSCode_84,2022,24.35,55.84
EGYPT A RP,HSCode_84,2022,256.87,12.5
EL SALVADOR,HSCode_84,2022,9.05,109.32
EQUTL GUINEA,HSCode_84,2022,0.46,-17.56
ERITREA,HSCode_84,2022,0.23,-6.64
ESTONIA,HSCode_84,2022,5.89,11.85
ETHIOPIA,HSCode_84,2022,35.13,-27.08
FAROE IS.,HSCode_84,2022,0.0,
FIJI IS,HSCode_84,2022,4.77,-9.48
FINLAND,HSCode_84,2022,66.98,57.27
FR GUIANA,HSCode_84,2022,0.13,1114.47
FR POLYNESIA,HSCode_84,2022,0.96,24.08
FRANCE,HSCode_84,2022,974.33,40.6
GABON,HSCode_84,2022,17.58,108.65
GAMBIA,HSCode_84,2022,5.07,14.69
GEORGIA,HSCode_84,2022,21.04,55.23
GERMANY,HSCode_84,2022,1480.14,4.28
GHANA,HSCode_84,2022,153.94,-1.14
GIBRALTAR,HSCode_84,2022,0.01,2681.13
GREECE,HSCode_84,2022,15.59,-29.64
GRENADA,HSCode_84,2022,0.24,179.84
GUADELOUPE,HSCode_84,2022,0.09,-14.47
GUAM,HSCode_84,2022,0.06,-71.35
GUATEMALA,HSCode_84,2022,35.21,56.54
GUINEA,HSCode_84,2022,32.05,-12.37
GUINEA BISSAU,HSCode_84,2022,0.05,-87.33
GUYANA,HSCode_84,2022,11.01,25.96
HAITI,HSCode_84,2022,1.69,33.29
HONDURAS,HSCode_84,2022,33.67,64.38
HONG KONG,HSCode_84,2022,80.24,1.93
HUNGARY,HSCode_84,2022,84.55,-3.41
ICELAND,HSCode_84,2022,0.77,76.99
INDONESIA,HSCode_84,2022,450.3,22.87
IRAN,HSCode_84,2022,40.31,33.09
IRAQ,HSCode_84,2022,112.02,59.63
IRELAND,HSCode_84,2022,33.82,-10.28
ISRAEL,HSCode_84,2022,71.96,27.34
ITALY,HSCode_84,2022,658.12,9.31
JAMAICA,HSCode_84,2022,3.22,61.9
JAPAN,HSCode_84,2022,430.79,-10.04
JORDAN,HSCode_84,2022,21.18,25.31
KAZAKHSTAN,HSCode_84,2022,26.02,22.07
KENYA,HSCode_84,2022,253.18,12.42
KIRIBATI REP,HSCode_84,2022,0.64,2677.51
KOREA DP RP,HSCode_84,2022,0.02,-19.42
KOREA RP,HSCode_84,2022,291.0,14.03
KUWAIT,HSCode_84,2022,85.36,24.67
KYRGHYZSTAN,HSCode_84,2022,0.35,135.81
LAO PD RP,HSCode_84,2022,1.02,-60.71
LATVIA,HSCode_84,2022,20.67,295.05
LEBANON,HSCode_84,2022,23.21,-3.96
LESOTHO,HSCode_84,2022,0.2,823.42
LIBERIA,HSCode_84,2022,10.73,13.21
LIBYA,HSCode_84,2022,16.06,20.38
LIECHTENSTEIN,HSCode_84,2022,0.07,325.57
LITHUANIA,HSCode_84,2022,8.56,-54.86
LUXEMBOURG,HSCode_84,2022,1.29,-19.86
MACAO,HSCode_84,2022,0.37,-96.67
MACEDONIA,HSCode_84,2022,0.42,-23.04
MADAGASCAR,HSCode_84,2022,13.36,65.92
MALAWI,HSCode_84,2022,12.46,-41.87
MALAYSIA,HSCode_84,2022,443.73,37.17
MALDIVES,HSCode_84,2022,58.73,79.74
MALI,HSCode_84,2022,17.95,-13.99
MALTA,HSCode_84,2022,1.5,-25.31
MARSHALL ISLAND,HSCode_84,2022,0.04,-47.93
MARTINIQUE,HSCode_84,2022,0.04,-3.55
MAURITANIA,HSCode_84,2022,4.62,-4.58
MAURITIUS,HSCode_84,2022,17.06,28.4
MAYOTTE,HSCode_84,2022,0.09,1068.58
MEXICO,HSCode_84,2022,498.95,42.29
MICRONESIA,HSCode_84,2022,0.01,60.39
MOLDOVA,HSCode_84,2022,0.57,442.9
MONACO,HSCode_84,2022,0.02,-30.53
MONGOLIA,HSCode_84,2022,3.21,38.05
MONTENEGRO,HSCode_84,2022,0.32,175.65
MONTSERRAT,HSCode_84,2022,0.06,287.75
MOROCCO,HSCode_84,2022,70.02,54.07
MOZAMBIQUE,HSCode_84,2022,51.51,78.71
MYANMAR,HSCode_84,2022,13.53,-47.45
N. MARIANA IS.,HSCode_84,2022,,
NAMIBIA,HSCode_84,2022,4.14,41.51
NAURU RP,HSCode_84,2022,0.06,2354.15
NEPAL,HSCode_84,2022,422.85,-34.98
NETHERLAND,HSCode_84,2022,406.66,38.38
NETHERLANDANTIL,HSCode_84,2022,0.33,134.67
NEW CALEDONIA,HSCode_84,2022,2.0,0.22
NEW ZEALAND,HSCode_84,2022,33.41,-22.26
NICARAGUA,HSCode_84,2022,8.09,5.42
NIGER,HSCode_84,2022,1.59,-68.64
NIGERIA,HSCode_84,2022,364.09,-3.01
NORWAY,HSCode_84,2022,17.74,21.88
OMAN,HSCode_84,2022,134.35,12.05
PAKISTAN IR,HSCode_84,2022,4.49,535.49
PALAU,HSCode_84,2022,0.01,
PANAMA REPUBLIC,HSCode_84,2022,18.52,103.85
PAPUA N GNA,HSCode_84,2022,8.65,169.2
PARAGUAY,HSCode_84,2022,16.88,153.45
PERU,HSCode_84,2022,50.2,44.57
PHILIPPINES,HSCode_84,2022,138.91,22.47
POLAND,HSCode_84,2022,325.62,-24.89
PORTUGAL,HSCode_84,2022,25.41,5.16
PUERTO RICO,HSCode_84,2022,4.65,115.05
QATAR,HSCode_84,2022,84.68,9.21
REUNION,HSCode_84,2022,0.44,-48.28
ROMANIA,HSCode_84,2022,74.94,-5.84
RUSSIA,HSCode_84,2022,320.94,6.11
RWANDA,HSCode_84,2022,9.39,23.75
SAHARWI A.DM RP,HSCode_84,2022,,
SAMOA,HSCode_84,2022,0.17,244.27
SAO TOME,HSCode_84,2022,0.1,137.65
SAUDI ARAB,HSCode_84,2022,576.2,42.44
SENEGAL,HSCode_84,2022,44.77,10.09
SERBIA,HSCode_84,2022,11.21,-33.91
SEYCHELLES,HSCode_84,2022,2.86,37.98
SIERRA LEONE,HSCode_84,2022,12.06,25.56
SINGAPORE,HSCode_84,2022,1233.56,24.52
SLOVAK REP,HSCode_84,2022,36.07,28.2
SLOVENIA,HSCode_84,2022,28.29,-16.25
SOLOMON IS,HSCode_84,2022,0.2,990.46
SOMALIA,HSCode_84,2022,12.64,22.15
SOUTH AFRICA,HSCode_84,2022,365.43,21.86
SOUTH SUDAN,HSCode_84,2022,1.6,2.26
SPAIN,HSCode_84,2022,233.78,-2.1
SRI LANKA DSR,HSCode_84,2022,102.24,-52.09
ST KITT N A,HSCode_84,2022,0.03,51.22
ST LUCIA,HSCode_84,2022,0.38,126.52
ST VINCENT,HSCode_84,2022,0.07,51.07
STATE OF PALEST,HSCode_84,2022,0.03,
SUDAN,HSCode_84,2022,54.51,15.58
SURINAME,HSCode_84,2022,1.12,-74.68
SWAZILAND,HSCode_84,2022,0.81,-63.91
SWEDEN,HSCode_84,2022,126.15,-6.64
SWITZERLAND,HSCode_84,2022,53.56,19.22
SYRIA,HSCode_84,2022,2.5,-22.81
TAIWAN,HSCode_84,2022,104.73,47.88
TAJIKISTAN,HSCode_84,2022,1.77,64.71
TANZANIA REP,HSCode_84,2022,243.93,52.1
THAILAND,HSCode_84,2022,1005.71,-8.28
TIMOR LESTE,HSCode_84,2022,0.21,80.25
TOGO,HSCode_84,2022,21.53,-4.91
TONGA,HSCode_84,2022,0.23,294.51
TRINIDAD,HSCode_84,2022,2.48,-66.67
TUNISIA,HSCode_84,2022,13.68,-9.56
TURKEY,HSCode_84,2022,638.76,11.89
TURKMENISTAN,HSCode_84,2022,9.28,-10.63
TURKS C IS,HSCode_84,2022,0.01,-77.08
TUVALU,HSCode_84,2022,0.04,199.96
U ARAB EMTS,HSCode_84,2022,1074.17,18.98
U K,HSCode_84,2022,1165.01,10.15
U S A,HSCode_84,2022,6013.72,3.71
UGANDA,HSCode_84,2022,58.96,-34.42
UKRAINE,HSCode_84,2022,2.13,-91.48
UNSPECIFIED,HSCode_84,2022,0.92,32.26
URUGUAY,HSCode_84,2022,11.22,25.76
US MINOR OUTLYING ISLANDS,HSCode_84,2022,0.0,-77.39
UZBEKISTAN,HSCode_84,2022,40.33,-8.46
VANUATU REP,HSCode_84,2022,0.05,-47.34
VATICAN CITY,HSCode_84,2022,0.01,
VENEZUELA,HSCode_84,2022,4.86,88.52
VIETNAM SOC REP,HSCode_84,2022,347.33,46.39
VIRGIN IS US,HSCode_84,2022,0.0,-97.16
YEMEN REPUBLC,HSCode_84,2022,21.31,5.1
ZAMBIA,HSCode_84,2022,42.35,-22.44
ZIMBABWE,HSCode_84,2022,18.31,-22.46
AFGHANISTAN,HSCode_84,2023,8.2,24.8
ALBANIA,HSCode_84,2023,4.93,29.27
ALGERIA,HSCode_84,2023,118.58,87.32
AMERI SAMOA,HSCode_84,2023,3.7,77446.54
ANDORRA,HSCode_84,2023,,
ANGOLA,HSCode_84,2023,38.23,-10.46
ANGUILLA,HSCode_84,2023,0.0,-97.02
ANTARTICA,HSCode_84,2023,0.06,
ANTIGUA,HSCode_84,2023,6.31,1081.75
ARGENTINA,HSCode_84,2023,168.48,73.51
ARMENIA,HSCode_84,2023,5.74,32.32
ARUBA,HSCode_84,2023,0.15,10.31
AUSTRALIA,HSCode_84,2023,361.76,27.24
AUSTRIA,HSCode_84,2023,65.18,-2.75
AZERBAIJAN,HSCode_84,2023,9.14,-8.8
BAHAMAS,HSCode_84,2023,1.29,82.28
BAHARAIN IS,HSCode_84,2023,44.59,-11.67
BANGLADESH PR,HSCode_84,2023,544.46,-22.05
BARBADOS,HSCode_84,2023,0.66,-33.12
BELARUS,HSCode_84,2023,4.1,75.11
BELGIUM,HSCode_84,2023,371.23,35.98
BELIZE,HSCode_84,2023,0.95,-5.61
BENIN,HSCode_84,2023,49.41,82.48
BERMUDA,HSCode_84,2023,0.0,333.3
BHUTAN,HSCode_84,2023,71.48,-9.47
BOLIVIA,HSCode_84,2023,3.72,48.69
BOSNIA-HRZGOVIN,HSCode_84,2023,14.65,237.14
BOTSWANA,HSCode_84,2023,7.58,-35.48
BR VIRGN IS,HSCode_84,2023,0.01,-75.98
BRAZIL,HSCode_84,2023,661.29,6.25
BRITISH INDIAN,HSCode_84,2023,,
BRUNEI,HSCode_84,2023,2.37,-65.38
BULGARIA,HSCode_84,2023,11.62,2.97
BURKINA FASO,HSCode_84,2023,9.92,13.19
BURUNDI,HSCode_84,2023,1.55,-68.14
C AFRI REP,HSCode_84,2023,0.13,-70.58
CAMBODIA,HSCode_84,2023,7.13,-2.34
CAMEROON,HSCode_84,2023,24.43,-48.84
CANADA,HSCode_84,2023,309.8,11.48
CAPE VERDE IS,HSCode_84,2023,0.26,-42.25
CAYMAN IS,HSCode_84,2023,0.12,-61.93
CHAD,HSCode_84,2023,1.86,10.97
CHILE,HSCode_84,2023,55.83,-7.76
CHINA P RP,HSCode_84,2023,960.53,-3.51
COCOS IS,HSCode_84,2023,,
COLOMBIA,HSCode_84,2023,67.34,9.82
COMOROS,HSCode_84,2023,0.2,100.34
CONGO D. REP.,HSCode_84,2023,42.51,26.7
CONGO P REP,HSCode_84,2023,26.75,155.31
COOK IS,HSCode_84,2023,0.02,-11.8
COSTA RICA,HSCode_84,2023,15.54,107.4
COTE D' IVOIRE,HSCode_84,2023,38.47,-12.05
CROATIA,HSCode_84,2023,8.02,-4.3
CUBA,HSCode_84,2023,0.54,-84.37
CYPRUS,HSCode_84,2023,1.84,33.01
CZECH REPUBLIC,HSCode_84,2023,102.27,58.05
DENMARK,HSCode_84,2023,75.02,-9.31
DJIBOUTI,HSCode_84,2023,29.14,42.12
DOMINIC REP,HSCode_84,2023,12.11,-33.17
DOMINICA,HSCode_84,2023,0.16,19.56
ECUADOR,HSCode_84,2023,30.35,24.65
EGYPT A RP,HSCode_84,2023,250.41,-2.52
EL SALVADOR,HSCode_84,2023,6.11,-32.55
EQUTL GUINEA,HSCode_84,2023,8.07,1659.52
ERITREA,HSCode_84,2023,0.13,-41.5
ESTONIA,HSCode_84,2023,4.64,-21.34
ETHIOPIA,HSCode_84,2023,43.08,22.61
FAROE IS.,HSCode_84,2023,,
FIJI IS,HSCode_84,2023,5.41,13.54
FINLAND,HSCode_84,2023,45.76,-31.69
FR GUIANA,HSCode_84,2023,0.09,-27.06
FR POLYNESIA,HSCode_84,2023,0.68,-29.82
FRANCE,HSCode_84,2023,760.81,-21.92
GABON,HSCode_84,2023,9.75,-44.51
GAMBIA,HSCode_84,2023,5.09,0.57
GEORGIA,HSCode_84,2023,40.17,90.96
GERMANY,HSCode_84,2023,1519.22,2.64
GHANA,HSCode_84,2023,191.58,24.45
GIBRALTAR,HSCode_84,2023,0.02,358.24
GREECE,HSCode_84,2023,23.51,50.85
GREENLAND,HSCode_84,2023,0.17,
GRENADA,HSCode_84,2023,0.34,40.08
GUADELOUPE,HSCode_84,2023,0.25,169.97
GUAM,HSCode_84,2023,0.22,269.05
GUATEMALA,HSCode_84,2023,30.69,-12.84
GUINEA,HSCode_84,2023,37.88,18.19
GUINEA BISSAU,HSCode_84,2023,0.36,584.19
GUYANA,HSCode_84,2023,12.78,16.1
HAITI,HSCode_84,2023,0.93,-44.95
HONDURAS,HSCode_84,2023,17.26,-48.72
HONG KONG,HSCode_84,2023,139.24,73.53
HUNGARY,HSCode_84,2023,89.21,5.51
ICELAND,HSCode_84,2023,0.85,10.43
INDONESIA,HSCode_84,2023,496.45,10.25
IRAN,HSCode_84,2023,30.14,-25.22
IRAQ,HSCode_84,2023,144.7,29.18
IRELAND,HSCode_84,2023,55.02,62.65
ISRAEL,HSCode_84,2023,70.48,-2.05
ITALY,HSCode_84,2023,686.41,4.3
JAMAICA,HSCode_84,2023,5.11,58.98
JAPAN,HSCode_84,2023,503.91,16.97
JORDAN,HSCode_84,2023,22.63,6.82
KAZAKHSTAN,HSCode_84,2023,15.62,-39.95
KENYA,HSCode_84,2023,273.29,7.94
KIRIBATI REP,HSCode_84,2023,0.13,-78.83
KOREA DP RP,HSCode_84,2023,0.03,78.16
KOREA RP,HSCode_84,2023,712.29,144.78
KUWAIT,HSCode_84,2023,89.53,4.88
KYRGHYZSTAN,HSCode_84,2023,2.45,598.87
LAO PD RP,HSCode_84,2023,0.97,-4.45
LATVIA,HSCode_84,2023,3.83,-81.49
LEBANON,HSCode_84,2023,23.08,-0.53
LESOTHO,HSCode_84,2023,0.01,-97.11
LIBERIA,HSCode_84,2023,14.02,30.68
LIBYA,HSCode_84,2023,27.99,74.25
LIECHTENSTEIN,HSCode_84,2023,0.15,130.12
LITHUANIA,HSCode_84,2023,25.14,193.79
LUXEMBOURG,HSCode_84,2023,1.15,-10.28
MACAO,HSCode_84,2023,0.01,-98.43
MACEDONIA,HSCode_84,2023,1.17,175.71
MADAGASCAR,HSCode_84,2023,10.34,-22.64
MALAWI,HSCode_84,2023,10.36,-16.85
MALAYSIA,HSCode_84,2023,516.03,16.3
MALDIVES,HSCode_84,2023,49.01,-16.56
MALI,HSCode_84,2023,11.11,-38.11
MALTA,HSCode_84,2023,2.21,46.87
MARSHALL ISLAND,HSCode_84,2023,1.19,3258.02
MARTINIQUE,HSCode_84,2023,,
MAURITANIA,HSCode_84,2023,6.44,39.4
MAURITIUS,HSCode_84,2023,25.69,50.62
MAYOTTE,HSCode_84,2023,0.04,-54.96
MEXICO,HSCode_84,2023,520.96,4.41
MICRONESIA,HSCode_84,2023,0.0,-94.56
MOLDOVA,HSCode_84,2023,0.04,-92.89
MONACO,HSCode_84,2023,0.0,-78.01
MONGOLIA,HSCode_84,2023,2.96,-7.68
MONTENEGRO,HSCode_84,2023,0.54,68.23
MONTSERRAT,HSCode_84,2023,0.0,-92.87
MOROCCO,HSCode_84,2023,55.6,-20.6
MOZAMBIQUE,HSCode_84,2023,63.07,22.45
MYANMAR,HSCode_84,2023,30.72,127.0
N. MARIANA IS.,HSCode_84,2023,0.17,
NAMIBIA,HSCode_84,2023,6.89,66.34
NAURU RP,HSCode_84,2023,,
NEPAL,HSCode_84,2023,382.42,-9.56
NETHERLAND,HSCode_84,2023,476.31,17.13
NETHERLANDANTIL,HSCode_84,2023,0.71,114.43
NEW CALEDONIA,HSCode_84,2023,1.86,-7.01
NEW ZEALAND,HSCode_84,2023,34.71,3.89
NICARAGUA,HSCode_84,2023,9.21,13.92
NIGER,HSCode_84,2023,1.38,-13.31
NIGERIA,HSCode_84,2023,326.76,-10.26
NORWAY,HSCode_84,2023,27.32,53.97
OMAN,HSCode_84,2023,157.85,17.49
PAKISTAN IR,HSCode_84,2023,17.71,294.2
PALAU,HSCode_84,2023,,
PANAMA REPUBLIC,HSCode_84,2023,23.93,29.19
PAPUA N GNA,HSCode_84,2023,4.64,-46.4
PARAGUAY,HSCode_84,2023,12.59,-25.41
PERU,HSCode_84,2023,58.91,17.35
PHILIPPINES,HSCode_84,2023,119.42,-14.03
POLAND,HSCode_84,2023,315.66,-3.06
PORTUGAL,HSCode_84,2023,44.06,73.39
PUERTO RICO,HSCode_84,2023,6.88,48.13
QATAR,HSCode_84,2023,106.42,25.68
REUNION,HSCode_84,2023,1.0,128.55
ROMANIA,HSCode_84,2023,96.68,29.0
RUSSIA,HSCode_84,2023,650.3,102.62
RWANDA,HSCode_84,2023,9.25,-1.53
SAHARWI A.DM RP,HSCode_84,2023,0.0,
SAMOA,HSCode_84,2023,0.24,41.01
SAO TOME,HSCode_84,2023,0.01,-91.21
SAUDI ARAB,HSCode_84,2023,920.02,59.67
SENEGAL,HSCode_84,2023,59.23,32.3
SERBIA,HSCode_84,2023,22.91,104.35
SEYCHELLES,HSCode_84,2023,3.38,18.09
SIERRA LEONE,HSCode_84,2023,21.16,75.51
SINGAPORE,HSCode_84,2023,1414.19,14.64
SLOVAK REP,HSCode_84,2023,45.12,25.09
SLOVENIA,HSCode_84,2023,32.64,15.37
SOLOMON IS,HSCode_84,2023,0.07,-63.19
SOMALIA,HSCode_84,2023,17.09,35.27
SOUTH AFRICA,HSCode_84,2023,374.25,2.42
SOUTH SUDAN,HSCode_84,2023,0.49,-69.25
SPAIN,HSCode_84,2023,237.82,1.73
SRI LANKA DSR,HSCode_84,2023,171.8,68.03
ST KITT N A,HSCode_84,2023,0.36,1211.78
ST LUCIA,HSCode_84,2023,1.14,199.33
