Country,HSCode,Year,Value(Imports),Growth
GUYANA,HSCode_84,2019,3.17,49.07
HAITI,HSCode_84,2019,2.12,41.96
HONDURAS,HSCode_84,2019,9.28,43.39
HONG KONG,HSCode_84,2019,56.19,-40.63
HUNGARY,HSCode_84,2019,100.02,-8.41
ICELAND,HSCode_84,2019,0.37,97.67
INDONESIA,HSCode_84,2019,328.98,-35.87
IRAN,HSCode_84,2019,56.53,-32.18
IRAQ,HSCode_84,2019,52.97,48.54
IRELAND,HSCode_84,2019,42.13,34.59
ISRAEL,HSCode_84,2019,38.34,2.08
ITALY,HSCode_84,2019,437.85,-8.44
JAMAICA,HSCode_84,2019,1.77,-29.29
JAPAN,HSCode_84,2019,279.11,-33.02
JORDAN,HSCode_84,2019,15.33,30.13
KAZAKHSTAN,HSCode_84,2019,26.63,75.73
KENYA,HSCode_84,2019,161.48,-27.69
KIRIBATI REP,HSCode_84,2019,0.02,-72.81
KOREA DP RP,HSCode_84,2019,,
KOREA RP,HSCode_84,2019,189.5,13.54
KUWAIT,HSCode_84,2019,117.01,-16.55
KYRGHYZSTAN,HSCode_84,2019,0.13,107.42
LAO PD RP,HSCode_84,2019,3.98,-59.3
LATVIA,HSCode_84,2019,2.97,-18.4
LEBANON,HSCode_84,2019,16.2,-27.57
LESOTHO,HSCode_84,2019,0.37,247.6
LIBERIA,HSCode_84,2019,6.17,42.9
LIBYA,HSCode_84,2019,9.37,37.54
LIECHTENSTEIN,HSCode_84,2019,0.07,-59.88
LITHUANIA,HSCode_84,2019,10.76,-46.06
LUXEMBOURG,HSCode_84,2019,8.49,-49.1
MACAO,HSCode_84,2019,4.75,38927.23
MACEDONIA,HSCode_84,2019,0.48,32.1
MADAGASCAR,HSCode_84,2019,7.79,15.23
MALAWI,HSCode_84,2019,19.3,-6.63
MALAYSIA,HSCode_84,2019,324.26,9.86
MALDIVES,HSCode_84,2019,16.49,16.66
MALI,HSCode_84,2019,12.21,-40.76
MALTA,HSCode_84,2019,5.12,19.77
MARSHALL ISLAND,HSCode_84,2019,0.09,1266.08
MARTINIQUE,HSCode_84,2019,0.0,-84.57
MAURITANIA,HSCode_84,2019,5.93,-2.77
MAURITIUS,HSCode_84,2019,22.51,-11.45
MAYOTTE,HSCode_84,2019,0.16,1460.52
MEXICO,HSCode_84,2019,205.97,-2.28
MICRONESIA,HSCode_84,2019,0.0,-56.54
MOLDOVA,HSCode_84,2019,0.15,-34.85
MONACO,HSCode_84,2019,0.03,-60.44
MONGOLIA,HSCode_84,2019,2.94,10.34
MONTENEGRO,HSCode_84,2019,0.03,-58.17
MONTSERRAT,HSCode_84,2019,0.0,-97.37
MOROCCO,HSCode_84,2019,50.36,-5.0
MOZAMBIQUE,HSCode_84,2019,25.91,8.16
MYANMAR,HSCode_84,2019,63.18,12.97
N. MARIANA IS.,HSCode_84,2019,,
NAMIBIA,HSCode_84,2019,2.29,-81.87
NAURU RP,HSCode_84,2019,0.0,-93.16
NEPAL,HSCode_84,2019,536.28,-16.25
NETHERLAND,HSCode_84,2019,231.41,-1.29
NETHERLANDANTIL,HSCode_84,2019,0.08,64.3
NEW CALEDONIA,HSCode_84,2019,0.87,45.32
NEW ZEALAND,HSCode_84,2019,19.79,-2.43
NICARAGUA,HSCode_84,2019,3.34,45.09
NIGER,HSCode_84,2019,2.7,-5.68
NIGERIA,HSCode_84,2019,635.06,31.81
NIUE IS,HSCode_84,2019,0.03,
NORFOLK IS,HSCode_84,2019,0.03,
NORWAY,HSCode_84,2019,18.88,8.95
OMAN,HSCode_84,2019,204.43,15.99
PAKISTAN IR,HSCode_84,2019,42.43,-55.29
PALAU,HSCode_84,2019,,
PANAMA REPUBLIC,HSCode_84,2019,8.11,34.08
PAPUA N GNA,HSCode_84,2019,2.76,-19.9
PARAGUAY,HSCode_84,2019,4.86,99.91
PERU,HSCode_84,2019,26.39,8.75
PHILIPPINES,HSCode_84,2019,153.38,12.17
PITCAIRN IS.,HSCode_84,2019,0.0,
POLAND,HSCode_84,2019,158.71,20.97
PORTUGAL,HSCode_84,2019,20.6,-16.06
PUERTO RICO,HSCode_84,2019,1.85,195.67
QATAR,HSCode_84,2019,66.96,-17.06
REUNION,HSCode_84,2019,0.55,58.89
ROMANIA,HSCode_84,2019,46.64,-10.17
RUSSIA,HSCode_84,2019,352.21,74.14
RWANDA,HSCode_84,2019,19.71,-33.42
SAHARWI A.DM RP,HSCode_84,2019,0.0,
SAMOA,HSCode_84,2019,1.92,1618.75
SAN MARINO,HSCode_84,2019,,
SAO TOME,HSCode_84,2019,0.3,1351.9
SAUDI ARAB,HSCode_84,2019,315.01,2.18
SENEGAL,HSCode_84,2019,32.45,29.17
SERBIA,HSCode_84,2019,5.9,-25.32
SEYCHELLES,HSCode_84,2019,2.82,-28.06
SIERRA LEONE,HSCode_84,2019,9.66,45.34
SINGAPORE,HSCode_84,2019,760.23,-5.02
SLOVAK REP,HSCode_84,2019,20.1,-15.0
SLOVENIA,HSCode_84,2019,19.0,45.54
SOLOMON IS,HSCode_84,2019,0.08,20.35
SOMALIA,HSCode_84,2019,7.38,-0.97
SOUTH AFRICA,HSCode_84,2019,223.11,9.61
SOUTH SUDAN,HSCode_84,2019,2.24,99.64
SPAIN,HSCode_84,2019,221.81,-3.87
SRI LANKA DSR,HSCode_84,2019,203.58,4.41
ST KITT N A,HSCode_84,2019,0.02,179.2
ST LUCIA,HSCode_84,2019,0.15,239.43
ST VINCENT,HSCode_84,2019,0.03,-56.58
STATE OF PALEST,HSCode_84,2019,0.04,-84.76
SUDAN,HSCode_84,2019,59.59,-8.84
SURINAME,HSCode_84,2019,9.2,27.45
SWAZILAND,HSCode_84,2019,1.08,-65.5
SWEDEN,HSCode_84,2019,84.79,-17.81
SWITZERLAND,HSCode_84,2019,44.15,-29.53
SYRIA,HSCode_84,2019,23.58,210.93
TAIWAN,HSCode_84,2019,57.35,-23.02
TAJIKISTAN,HSCode_84,2019,0.02,-98.68
TANZANIA REP,HSCode_84,2019,85.15,-10.76
THAILAND,HSCode_84,2019,701.84,3.29
TIMOR LESTE,HSCode_84,2019,0.07,29.03
TOGO,HSCode_84,2019,5.64,-22.06
TONGA,HSCode_84,2019,0.06,218.93
TRINIDAD,HSCode_84,2019,1.45,-19.33
TUNISIA,HSCode_84,2019,12.75,-47.49
TURKEY,HSCode_84,2019,461.22,13.17
TURKMENISTAN,HSCode_84,2019,2.82,11.34
TURKS C IS,HSCode_84,2019,0.0,4071.08
U ARAB EMTS,HSCode_84,2019,776.4,18.89
U K,HSCode_84,2019,1024.82,-3.62
U S A,HSCode_84,2019,4495.11,11.64
UGANDA,HSCode_84,2019,100.96,48.35
UKRAINE,HSCode_84,2019,17.0,-22.71
UNSPECIFIED,HSCode_84,2019,0.91,-61.85
URUGUAY,HSCode_84,2019,14.02,-22.14
US MINOR OUTLYING ISLANDS,HSCode_84,2019,,
UZBEKISTAN,HSCode_84,2019,52.14,-29.1
VANUATU REP,HSCode_84,2019,0.1,200.75
VATICAN CITY,HSCode_84,2019,0.0,
VENEZUELA,HSCode_84,2019,3.43,0.32
VIETNAM SOC REP,HSCode_84,2019,155.27,-36.7
YEMEN REPUBLC,HSCode_84,2019,15.4,22.57
ZAMBIA,HSCode_84,2019,47.15,17.3
ZIMBABWE,HSCode_84,2019,13.48,-37.57
AFGHANISTAN,HSCode_84,2018,10.13,NA
ALBANIA,HSCode_84,2018,1.99,NA
ALGERIA,HSCode_84,2018,74.59,NA
AMERI SAMOA,HSCode_84,2018,,NA
ANGOLA,HSCode_84,2018,17.71,NA
ANGUILLA,HSCode_84,2018,0.0,NA
ANTIGUA,HSCode_84,2018,0.0,NA
ARGENTINA,HSCode_84,2018,41.35,NA
ARMENIA,HSCode_84,2018,0.85,NA
ARUBA,HSCode_84,2018,0.47,NA
AUSTRALIA,HSCode_84,2018,159.31,NA
AUSTRIA,HSCode_84,2018,50.37,NA
AZERBAIJAN,HSCode_84,2018,11.99,NA
BAHAMAS,HSCode_84,2018,0.24,NA
BAHARAIN IS,HSCode_84,2018,75.13,NA
BANGLADESH PR,HSCode_84,2018,752.76,NA
BARBADOS,HSCode_84,2018,0.66,NA
BELARUS,HSCode_84,2018,1.83,NA
BELGIUM,HSCode_84,2018,458.39,NA
BELIZE,HSCode_84,2018,1.1,NA
BENIN,HSCode_84,2018,8.63,NA
BERMUDA,HSCode_84,2018,0.0,NA
BHUTAN,HSCode_84,2018,61.2,NA
BOLIVIA,HSCode_84,2018,10.25,NA
BOSNIA-HRZGOVIN,HSCode_84,2018,7.05,NA
BOTSWANA,HSCode_84,2018,4.27,NA
BR VIRGN IS,HSCode_84,2018,0.01,NA
BRAZIL,HSCode_84,2018,271.68,NA
BRUNEI,HSCode_84,2018,7.02,NA
BULGARIA,HSCode_84,2018,5.45,NA
BURKINA FASO,HSCode_84,2018,17.26,NA
BURUNDI,HSCode_84,2018,2.38,NA
C AFRI REP,HSCode_84,2018,0.62,NA
CAMBODIA,HSCode_84,2018,20.98,NA
CAMEROON,HSCode_84,2018,7.44,NA
CANADA,HSCode_84,2018,232.09,NA
CAPE VERDE IS,HSCode_84,2018,0.22,NA
CAYMAN IS,HSCode_84,2018,0.06,NA
CHAD,HSCode_84,2018,1.85,NA
CHILE,HSCode_84,2018,27.78,NA
CHINA P RP,HSCode_84,2018,830.91,NA
COLOMBIA,HSCode_84,2018,55.44,NA
COMOROS,HSCode_84,2018,1.33,NA
CONGO D. REP.,HSCode_84,2018,27.15,NA
CONGO P REP,HSCode_84,2018,10.17,NA
COOK IS,HSCode_84,2018,0.05,NA
COSTA RICA,HSCode_84,2018,3.04,NA
COTE D' IVOIRE,HSCode_84,2018,30.18,NA
CROATIA,HSCode_84,2018,11.49,NA
CUBA,HSCode_84,2018,3.73,NA
CYPRUS,HSCode_84,2018,2.42,NA
CZECH REPUBLIC,HSCode_84,2018,57.26,NA
DENMARK,HSCode_84,2018,60.59,NA
DJIBOUTI,HSCode_84,2018,6.15,NA
DOMINIC REP,HSCode_84,2018,5.44,NA
DOMINICA,HSCode_84,2018,0.06,NA
ECUADOR,HSCode_84,2018,8.38,NA
EGYPT A RP,HSCode_84,2018,184.18,NA
EL SALVADOR,HSCode_84,2018,1.96,NA
EQUTL GUINEA,HSCode_84,2018,0.18,NA
ERITREA,HSCode_84,2018,0.11,NA
ESTONIA,HSCode_84,2018,4.99,NA
ETHIOPIA,HSCode_84,2018,72.07,NA
FIJI IS,HSCode_84,2018,7.09,NA
FINLAND,HSCode_84,2018,20.39,NA
FR GUIANA,HSCode_84,2018,0.01,NA
FR POLYNESIA,HSCode_84,2018,0.72,NA
FRANCE,HSCode_84,2018,443.65,NA
GABON,HSCode_84,2018,5.45,NA
GAMBIA,HSCode_84,2018,2.58,NA
GEORGIA,HSCode_84,2018,5.57,NA
GERMANY,HSCode_84,2018,1430.88,NA
GHANA,HSCode_84,2018,84.62,NA
GIBRALTAR,HSCode_84,2018,0.03,NA
GREECE,HSCode_84,2018,9.21,NA
GREENLAND,HSCode_84,2018,,NA
GRENADA,HSCode_84,2018,0.05,NA
GUADELOUPE,HSCode_84,2018,0.04,NA
GUAM,HSCode_84,2018,0.02,NA
GUATEMALA,HSCode_84,2018,15.87,NA
GUINEA,HSCode_84,2018,24.05,NA
GUINEA BISSAU,HSCode_84,2018,0.04,NA
GUYANA,HSCode_84,2018,2.13,NA
HAITI,HSCode_84,2018,1.49,NA
HONDURAS,HSCode_84,2018,6.47,NA
HONG KONG,HSCode_84,2018,94.65,NA
HUNGARY,HSCode_84,2018,109.2,NA
ICELAND,HSCode_84,2018,0.19,NA
INDONESIA,HSCode_84,2018,512.96,NA
IRAN,HSCode_84,2018,83.36,NA
IRAQ,HSCode_84,2018,35.66,NA
IRELAND,HSCode_84,2018,31.3,NA
ISRAEL,HSCode_84,2018,37.56,NA
ITALY,HSCode_84,2018,478.21,NA
JAMAICA,HSCode_84,2018,2.5,NA
JAPAN,HSCode_84,2018,416.7,NA
JORDAN,HSCode_84,2018,11.78,NA
KAZAKHSTAN,HSCode_84,2018,15.15,NA
KENYA,HSCode_84,2018,223.32,NA
KIRIBATI REP,HSCode_84,2018,0.09,NA
KOREA DP RP,HSCode_84,2018,0.16,NA
KOREA RP,HSCode_84,2018,166.9,NA
KUWAIT,HSCode_84,2018,140.22,NA
KYRGHYZSTAN,HSCode_84,2018,0.06,NA
LAO PD RP,HSCode_84,2018,9.79,NA
LATVIA,HSCode_84,2018,3.64,NA
LEBANON,HSCode_84,2018,22.37,NA
LESOTHO,HSCode_84,2018,0.11,NA
LIBERIA,HSCode_84,2018,4.32,NA
LIBYA,HSCode_84,2018,6.81,NA
LIECHTENSTEIN,HSCode_84,2018,0.17,NA
LITHUANIA,HSCode_84,2018,19.96,NA
LUXEMBOURG,HSCode_84,2018,16.67,NA
MACAO,HSCode_84,2018,0.01,NA
MACEDONIA,HSCode_84,2018,0.37,NA
MADAGASCAR,HSCode_84,2018,6.76,NA
MALAWI,HSCode_84,2018,20.67,NA
MALAYSIA,HSCode_84,2018,295.16,NA
MALDIVES,HSCode_84,2018,14.13,NA
MALI,HSCode_84,2018,20.62,NA
MALTA,HSCode_84,2018,4.27,NA
MARSHALL ISLAND,HSCode_84,2018,0.01,NA
MARTINIQUE,HSCode_84,2018,0.02,NA
MAURITANIA,HSCode_84,2018,6.1,NA
MAURITIUS,HSCode_84,2018,25.42,NA
MAYOTTE,HSCode_84,2018,0.01,NA
MEXICO,HSCode_84,2018,210.77,NA
MICRONESIA,HSCode_84,2018,0.01,NA
MOLDOVA,HSCode_84,2018,0.23,NA
MONACO,HSCode_84,2018,0.07,NA
MONGOLIA,HSCode_84,2018,2.67,NA
MONTENEGRO,HSCode_84,2018,0.07,NA
MONTSERRAT,HSCode_84,2018,0.02,NA
MOROCCO,HSCode_84,2018,53.01,NA
MOZAMBIQUE,HSCode_84,2018,23.95,NA
MYANMAR,HSCode_84,2018,55.93,NA
N. MARIANA IS.,HSCode_84,2018,0.08,NA
NAMIBIA,HSCode_84,2018,12.61,NA
NAURU RP,HSCode_84,2018,0.03,NA
NEPAL,HSCode_84,2018,640.35,NA
NETHERLAND,HSCode_84,2018,234.44,NA
NETHERLANDANTIL,HSCode_84,2018,0.05,NA
NEW CALEDONIA,HSCode_84,2018,0.6,NA
NEW ZEALAND,HSCode_84,2018,20.28,NA
NICARAGUA,HSCode_84,2018,2.3,NA
NIGER,HSCode_84,2018,2.86,NA
NIGERIA,HSCode_84,2018,481.78,NA
NIUE IS,HSCode_84,2018,,NA
NORFOLK IS,HSCode_84,2018,,NA
NORWAY,HSCode_84,2018,17.33,NA
OMAN,HSCode_84,2018,176.24,NA
PAKISTAN IR,HSCode_84,2018,94.9,NA
PALAU,HSCode_84,2018,0.0,NA
PANAMA REPUBLIC,HSCode_84,2018,6.05,NA
PAPUA N GNA,HSCode_84,2018,3.44,NA
PARAGUAY,HSCode_84,2018,2.43,NA
PERU,HSCode_84,2018,24.27,NA
PHILIPPINES,HSCode_84,2018,136.73,NA
PITCAIRN IS.,HSCode_84,2018,,NA
POLAND,HSCode_84,2018,131.2,NA
PORTUGAL,HSCode_84,2018,24.54,NA
PUERTO RICO,HSCode_84,2018,0.62,NA
QATAR,HSCode_84,2018,80.73,NA
REUNION,HSCode_84,2018,0.34,NA
ROMANIA,HSCode_84,2018,51.91,NA
RUSSIA,HSCode_84,2018,202.25,NA
RWANDA,HSCode_84,2018,29.61,NA
SAHARWI A.DM RP,HSCode_84,2018,,NA
SAMOA,HSCode_84,2018,0.11,NA
SAN MARINO,HSCode_84,2018,0.0,NA
SAO TOME,HSCode_84,2018,0.02,NA
SAUDI ARAB,HSCode_84,2018,308.29,NA
SENEGAL,HSCode_84,2018,25.12,NA
SERBIA,HSCode_84,2018,7.89,NA
SEYCHELLES,HSCode_84,2018,3.92,NA
SIERRA LEONE,HSCode_84,2018,6.65,NA
SINGAPORE,HSCode_84,2018,800.39,NA
SLOVAK REP,HSCode_84,2018,23.64,NA
SLOVENIA,HSCode_84,2018,13.05,NA
SOLOMON IS,HSCode_84,2018,0.07,NA
SOMALIA,HSCode_84,2018,7.46,NA
SOUTH AFRICA,HSCode_84,2018,203.55,NA
SOUTH SUDAN,HSCode_84,2018,1.12,NA
SPAIN,HSCode_84,2018,230.75,NA
SRI LANKA DSR,HSCode_84,2018,194.99,NA
ST KITT N A,HSCode_84,2018,0.01,NA
ST LUCIA,HSCode_84,2018,0.04,NA
ST VINCENT,HSCode_84,2018,0.08,NA
STATE OF PALEST,HSCode_84,2018,0.28,NA
SUDAN,HSCode_84,2018,65.37,NA
SURINAME,HSCode_84,2018,7.22,NA
SWAZILAND,HSCode_84,2018,3.13,NA
SWEDEN,HSCode_84,2018,103.17,NA
SWITZERLAND,HSCode_84,2018,62.65,NA
SYRIA,HSCode_84,2018,7.58,NA
TAIWAN,HSCode_84,2018,74.5,NA
TAJIKISTAN,HSCode_84,2018,1.44,NA
TANZANIA REP,HSCode_84,2018,95.42,NA
THAILAND,HSCode_84,2018,679.5,NA
TIMOR LESTE,HSCode_84,2018,0.06,NA
TOGO,HSCode_84,2018,7.24,NA
TONGA,HSCode_84,2018,0.02,NA
TRINIDAD,HSCode_84,2018,1.8,NA
TUNISIA,HSCode_84,2018,24.28,NA
TURKEY,HSCode_84,2018,407.54,NA
TURKMENISTAN,HSCode_84,2018,2.53,NA
TURKS C IS,HSCode_84,2018,0.0,NA
U ARAB EMTS,HSCode_84,2018,653.04,NA
U K,HSCode_84,2018,1063.29,NA
U S A,HSCode_84,2018,4026.37,NA
UGANDA,HSCode_84,2018,68.05,NA
UKRAINE,HSCode_84,2018,21.99,NA
UNSPECIFIED,HSCode_84,2018,2.38,NA
URUGUAY,HSCode_84,2018,18.0,NA
US MINOR OUTLYING ISLANDS,HSCode_84,2018,0.0,NA
UZBEKISTAN,HSCode_84,2018,73.54,NA
VANUATU REP,HSCode_84,2018,0.03,NA
VATICAN CITY,HSCode_84,2018,,NA
VENEZUELA,HSCode_84,2018,3.42,NA
VIETNAM SOC REP,HSCode_84,2018,245.29,NA
YEMEN REPUBLC,HSCode_84,2018,12.57,NA
ZAMBIA,HSCode_84,2018,40.19,NA
ZIMBABWE,HSCode_84,2018,21.6,NA
AFGHANISTAN,HSCode_84,2020,12.24,42.45
ALBANIA,HSCode_84,2020,1.64,19.72
ALGERIA,HSCode_84,2020,118.3,96.82
AMERI SAMOA,HSCode_84,2020,0.0,65.03
ANGOLA,HSCode_84,2020,26.6,40.92
ANGUILLA,HSCode_84,2020,0.0,327.92
ANTIGUA,HSCode_84,2020,0.03,-93.67
ARGENTINA,HSCode_84,2020,33.08,-8.16
ARMENIA,HSCode_84,2020,1.65,-27.6
ARUBA,HSCode_84,2020,0.04,-32.88
AUSTRALIA,HSCode_84,2020,193.41,26.35
AUSTRIA,HSCode_84,2020,57.0,-2.06
AZERBAIJAN,HSCode_84,2020,2.64,-73.7
BAHAMAS,HSCode_84,2020,0.03,-91.49
BAHARAIN IS,HSCode_84,2020,51.0,15.4
BANGLADESH PR,HSCode_84,2020,549.95,-24.67
BARBADOS,HSCode_84,2020,0.32,-83.44
BELARUS,HSCode_84,2020,4.55,43.73
BELGIUM,HSCode_84,2020,197.81,-17.46
BELIZE,HSCode_84,2020,0.04,-85.68
BENIN,HSCode_84,2020,22.94,396.45
BERMUDA,HSCode_84,2020,0.01,150.6
BHUTAN,HSCode_84,2020,70.68,24.46
BOLIVIA,HSCode_84,2020,1.5,-69.51
BOSNIA-HRZGOVIN,HSCode_84,2020,4.35,2.41
BOTSWANA,HSCode_84,2020,3.5,-11.6
BR VIRGN IS,HSCode_84,2020,0.02,-82.33
BRAZIL,HSCode_84,2020,321.52,-0.76
BRUNEI,HSCode_84,2020,4.23,-39.17
BULGARIA,HSCode_84,2020,6.16,33.42
BURKINA FASO,HSCode_84,2020,12.51,1.24
BURUNDI,HSCode_84,2020,5.93,78.76
C AFRI REP,HSCode_84,2020,0.18,-78.0
CAMBODIA,HSCode_84,2020,11.74,62.86
CAMEROON,HSCode_84,2020,15.33,20.88
CANADA,HSCode_84,2020,160.51,-19.28
CAPE VERDE IS,HSCode_84,2020,0.42,290.63
CAYMAN IS,HSCode_84,2020,0.09,-6.53
CHAD,HSCode_84,2020,3.39,-22.24
CHILE,HSCode_84,2020,23.26,9.48
CHINA P RP,HSCode_84,2020,750.76,-6.66
COCOS IS,HSCode_84,2020,0.0,
COLOMBIA,HSCode_84,2020,36.2,-46.83
COMOROS,HSCode_84,2020,0.12,-82.54
CONGO D. REP.,HSCode_84,2020,22.01,-5.11
CONGO P REP,HSCode_84,2020,5.15,-16.01
COOK IS,HSCode_84,2020,0.05,4206.87
COSTA RICA,HSCode_84,2020,2.34,-40.95
COTE D' IVOIRE,HSCode_84,2020,29.43,-30.58
CROATIA,HSCode_84,2020,3.84,-27.18
CUBA,HSCode_84,2020,1.86,-58.19
CYPRUS,HSCode_84,2020,1.69,-33.03
CZECH REPUBLIC,HSCode_84,2020,40.93,-28.24
DENMARK,HSCode_84,2020,51.39,-4.87
DJIBOUTI,HSCode_84,2020,8.31,37.52
DOMINIC REP,HSCode_84,2020,5.04,-48.18
DOMINICA,HSCode_84,2020,0.14,-6.31
ECUADOR,HSCode_84,2020,8.95,-16.56
EGYPT A RP,HSCode_84,2020,164.32,1.92
EL SALVADOR,HSCode_84,2020,1.84,-55.1
EQUTL GUINEA,HSCode_84,2020,0.32,-68.53
ERITREA,HSCode_84,2020,0.08,-40.83
ESTONIA,HSCode_84,2020,6.65,31.6
ETHIOPIA,HSCode_84,2020,46.89,-17.51
FIJI IS,HSCode_84,2020,4.59,-40.39
FINLAND,HSCode_84,2020,23.91,-12.12
FR GUIANA,HSCode_84,2020,0.22,2021.22
FR POLYNESIA,HSCode_84,2020,0.37,10.78
FRANCE,HSCode_84,2020,475.77,-7.7
GABON,HSCode_84,2020,6.91,-21.6
GAMBIA,HSCode_84,2020,2.71,-2.73
GEORGIA,HSCode_84,2020,5.67,-3.2
GERMANY,HSCode_84,2020,1155.18,-16.04
GHANA,HSCode_84,2020,118.2,32.07
GIBRALTAR,HSCode_84,2020,0.01,-68.62
GREECE,HSCode_84,2020,10.98,25.4
GREENLAND,HSCode_84,2020,,
GRENADA,HSCode_84,2020,0.04,-84.49
GUADELOUPE,HSCode_84,2020,0.06,-7.53
GUAM,HSCode_84,2020,0.02,-78.21
GUATEMALA,HSCode_84,2020,15.0,13.86
GUINEA,HSCode_84,2020,23.89,72.05
GUINEA BISSAU,HSCode_84,2020,0.09,113.91
GUYANA,HSCode_84,2020,4.86,53.28
HAITI,HSCode_84,2020,2.59,22.53
HONDURAS,HSCode_84,2020,11.66,25.64
HONG KONG,HSCode_84,2020,111.45,98.33
HUNGARY,HSCode_84,2020,90.66,-9.36
ICELAND,HSCode_84,2020,0.3,-17.63
INDONESIA,HSCode_84,2020,221.89,-32.55
IRAN,HSCode_84,2020,60.56,7.12
IRAQ,HSCode_84,2020,54.61,3.11
IRELAND,HSCode_84,2020,46.22,9.7
ISRAEL,HSCode_84,2020,42.91,11.9
ITALY,HSCode_84,2020,391.88,-10.5
JAMAICA,HSCode_84,2020,1.64,-6.86
JAPAN,HSCode_84,2020,354.93,27.16
JORDAN,HSCode_84,2020,11.7,-23.69
KAZAKHSTAN,HSCode_84,2020,31.39,17.87
KENYA,HSCode_84,2020,176.16,9.09
KIRIBATI REP,HSCode_84,2020,0.37,1426.57
