Country,HSCode,Year,Value(Imports),Growth
INDONESIA,HSCode_29,2018,629.72,48.03
IRAN,HSCode_29,2018,238.74,62.45
IRAQ,HSCode_29,2018,8.85,55.57
IRELAND,HSCode_29,2018,173.07,-6.02
ISRAEL,HSCode_29,2018,132.98,-27.33
ITALY,HSCode_29,2018,364.33,2.49
JAMAICA,HSCode_29,2018,0.58,2.57
JAPAN,HSCode_29,2018,526.75,28.84
JORDAN,HSCode_29,2018,59.14,46.13
KAZAKHSTAN,HSCode_29,2018,2.75,16.71
KENYA,HSCode_29,2018,51.69,-6.02
KOREA DP RP,HSCode_29,2018,1.71,-52.73
KOREA RP,HSCode_29,2018,436.17,16.52
KUWAIT,HSCode_29,2018,26.7,16.58
KYRGHYZSTAN,HSCode_29,2018,0.08,70.87
LAO PD RP,HSCode_29,2018,0.24,-20.84
LATVIA,HSCode_29,2018,3.35,-3.83
LEBANON,HSCode_29,2018,20.47,50.18
LESOTHO,HSCode_29,2018,0.02,-25.98
LIBERIA,HSCode_29,2018,0.65,-5.17
LIBYA,HSCode_29,2018,0.32,-41.97
LIECHTENSTEIN,HSCode_29,2018,,
LITHUANIA,HSCode_29,2018,8.24,19.63
LUXEMBOURG,HSCode_29,2018,0.0,-99.81
MACAO,HSCode_29,2018,0.34,673.31
MACEDONIA,HSCode_29,2018,9.35,19.28
MADAGASCAR,HSCode_29,2018,1.82,3.53
MALAWI,HSCode_29,2018,1.68,146.61
MALAYSIA,HSCode_29,2018,529.39,63.15
MALDIVES,HSCode_29,2018,0.14,21.46
MALI,HSCode_29,2018,0.14,-25.15
MALTA,HSCode_29,2018,23.63,-13.26
MARTINIQUE,HSCode_29,2018,0.0,106.51
MAURITANIA,HSCode_29,2018,0.31,11.1
MAURITIUS,HSCode_29,2018,1.41,44.71
MEXICO,HSCode_29,2018,352.87,26.21
MOLDOVA,HSCode_29,2018,0.37,2.87
MONACO,HSCode_29,2018,0.08,2104927.92
MONGOLIA,HSCode_29,2018,0.02,-58.08
MONTENEGRO,HSCode_29,2018,0.81,23.18
MONTSERRAT,HSCode_29,2018,0.0,
MOROCCO,HSCode_29,2018,20.29,-6.0
MOZAMBIQUE,HSCode_29,2018,7.65,109.3
MYANMAR,HSCode_29,2018,5.4,54.66
NAMIBIA,HSCode_29,2018,0.0,-99.06
NEPAL,HSCode_29,2018,47.67,31.82
NETHERLAND,HSCode_29,2018,506.41,6.63
NETHERLANDANTIL,HSCode_29,2018,0.0,-67.67
NEW CALEDONIA,HSCode_29,2018,0.0,-41.5
NEW ZEALAND,HSCode_29,2018,9.77,7.81
NICARAGUA,HSCode_29,2018,0.87,16.87
NIGER,HSCode_29,2018,0.07,66.95
NIGERIA,HSCode_29,2018,96.63,15.77
NORWAY,HSCode_29,2018,47.95,52.25
OMAN,HSCode_29,2018,57.58,-6.71
PAKISTAN IR,HSCode_29,2018,457.77,45.36
PANAMA REPUBLIC,HSCode_29,2018,3.04,39.77
PAPUA N GNA,HSCode_29,2018,0.0,-97.16
PARAGUAY,HSCode_29,2018,10.48,33.64
PERU,HSCode_29,2018,26.86,26.15
PHILIPPINES,HSCode_29,2018,45.98,22.5
PITCAIRN IS.,HSCode_29,2018,,
POLAND,HSCode_29,2018,78.07,4.01
PORTUGAL,HSCode_29,2018,38.63,70.71
PUERTO RICO,HSCode_29,2018,37.29,22.83
QATAR,HSCode_29,2018,98.87,24.34
REUNION,HSCode_29,2018,0.12,-75.12
ROMANIA,HSCode_29,2018,16.95,20.38
RUSSIA,HSCode_29,2018,149.59,3.97
RWANDA,HSCode_29,2018,0.3,-55.09
SAUDI ARAB,HSCode_29,2018,493.22,-18.12
SENEGAL,HSCode_29,2018,6.81,21.95
SERBIA,HSCode_29,2018,29.87,41.7
SEYCHELLES,HSCode_29,2018,0.0,-92.41
SIERRA LEONE,HSCode_29,2018,0.04,43.28
SINGAPORE,HSCode_29,2018,356.11,-3.57
SLOVAK REP,HSCode_29,2018,3.06,-2.83
SLOVENIA,HSCode_29,2018,81.21,9.74
SOMALIA,HSCode_29,2018,0.99,84.84
SOUTH AFRICA,HSCode_29,2018,158.95,-4.44
SOUTH SUDAN,HSCode_29,2018,0.04,
SPAIN,HSCode_29,2018,531.76,24.09
SRI LANKA DSR,HSCode_29,2018,29.72,27.36
ST KITT N A,HSCode_29,2018,,
ST LUCIA,HSCode_29,2018,0.01,-50.85
ST VINCENT,HSCode_29,2018,0.0,
STATE OF PALEST,HSCode_29,2018,0.07,
SUDAN,HSCode_29,2018,14.37,-17.4
SURINAME,HSCode_29,2018,0.0,-99.37
SWAZILAND,HSCode_29,2018,0.77,-61.02
SWEDEN,HSCode_29,2018,21.99,-6.08
SWITZERLAND,HSCode_29,2018,471.29,28.89
SYRIA,HSCode_29,2018,20.79,18.34
TAIWAN,HSCode_29,2018,258.49,12.25
TAJIKISTAN,HSCode_29,2018,0.06,75.2
TANZANIA REP,HSCode_29,2018,18.19,0.6
THAILAND,HSCode_29,2018,400.19,63.68
TIMOR LESTE,HSCode_29,2018,0.02,344.63
TOGO,HSCode_29,2018,5.37,326.7
TRINIDAD,HSCode_29,2018,0.52,109.85
TUNISIA,HSCode_29,2018,18.4,11.38
TURKEY,HSCode_29,2018,316.64,9.78
TURKMENISTAN,HSCode_29,2018,2.23,719.99
U ARAB EMTS,HSCode_29,2018,449.11,7.69
U K,HSCode_29,2018,254.51,7.13
U S A,HSCode_29,2018,1843.43,16.58
UGANDA,HSCode_29,2018,21.87,8.99
UKRAINE,HSCode_29,2018,13.22,10.33
UNSPECIFIED,HSCode_29,2018,1.97,-97.14
URUGUAY,HSCode_29,2018,11.64,22.48
US MINOR OUTLYING ISLANDS,HSCode_29,2018,0.01,
UZBEKISTAN,HSCode_29,2018,2.28,-25.18
VENEZUELA,HSCode_29,2018,1.98,12.62
VIETNAM SOC REP,HSCode_29,2018,136.77,22.42
YEMEN REPUBLC,HSCode_29,2018,5.76,4.13
ZAMBIA,HSCode_29,2018,1.92,64.52
ZIMBABWE,HSCode_29,2018,1.41,0.84
