Country,HSCode,Year,Value(Imports),Growth
MOROCCO,HSCode_29,2023,36.71,24.4
MOZAMBIQUE,HSCode_29,2023,5.93,-27.94
MYANMAR,HSCode_29,2023,10.07,-32.83
N. MARIANA IS.,HSCode_29,2023,0.06,15.88
NAMIBIA,HSCode_29,2023,0.02,-69.25
NEPAL,HSCode_29,2023,59.6,-5.32
NETHERLAND,HSCode_29,2023,960.49,-22.5
NETHERLANDANTIL,HSCode_29,2023,0.04,-25.55
NEW CALEDONIA,HSCode_29,2023,0.03,
NEW ZEALAND,HSCode_29,2023,10.36,4.2
NICARAGUA,HSCode_29,2023,2.27,51.86
NIGER,HSCode_29,2023,0.01,-3.9
NIGERIA,HSCode_29,2023,118.19,17.64
NORWAY,HSCode_29,2023,82.85,-1.11
OMAN,HSCode_29,2023,60.89,-46.19
PAKISTAN IR,HSCode_29,2023,145.34,-0.3
PANAMA REPUBLIC,HSCode_29,2023,2.48,-46.06
PAPUA N GNA,HSCode_29,2023,0.23,53.0
PARAGUAY,HSCode_29,2023,13.75,3.51
PERU,HSCode_29,2023,27.81,-4.1
PHILIPPINES,HSCode_29,2023,37.81,-26.26
POLAND,HSCode_29,2023,121.1,-14.11
PORTUGAL,HSCode_29,2023,66.05,-45.65
PUERTO RICO,HSCode_29,2023,31.42,-78.5
QATAR,HSCode_29,2023,50.96,-0.93
REUNION,HSCode_29,2023,0.1,-58.74
ROMANIA,HSCode_29,2023,36.97,27.32
RUSSIA,HSCode_29,2023,336.4,9.55
RWANDA,HSCode_29,2023,1.01,-14.41
SAHARWI A.DM RP,HSCode_29,2023,,
SAN MARINO,HSCode_29,2023,0.3,-28.16
SAO TOME,HSCode_29,2023,0.05,
SAUDI ARAB,HSCode_29,2023,902.54,-16.04
SENEGAL,HSCode_29,2023,10.1,7.21
SERBIA,HSCode_29,2023,29.77,20.97
SEYCHELLES,HSCode_29,2023,0.3,122.03
SIERRA LEONE,HSCode_29,2023,0.16,-9.34
SINGAPORE,HSCode_29,2023,1883.67,270.83
SLOVAK REP,HSCode_29,2023,13.73,32.91
SLOVENIA,HSCode_29,2023,101.01,-16.03
SOLOMON IS,HSCode_29,2023,0.0,
SOMALIA,HSCode_29,2023,1.88,156.53
SOUTH AFRICA,HSCode_29,2023,86.51,-26.2
SOUTH SUDAN,HSCode_29,2023,0.01,
SPAIN,HSCode_29,2023,552.86,-4.34
SRI LANKA DSR,HSCode_29,2023,64.78,27.34
ST KITT N A,HSCode_29,2023,0.0,184.04
ST LUCIA,HSCode_29,2023,0.06,474.94
STATE OF PALEST,HSCode_29,2023,0.1,124.71
SUDAN,HSCode_29,2023,1.54,-93.6
SURINAME,HSCode_29,2023,0.05,-63.07
SWAZILAND,HSCode_29,2023,3.21,-21.23
SWEDEN,HSCode_29,2023,20.38,-29.45
SWITZERLAND,HSCode_29,2023,544.36,1.57
SYRIA,HSCode_29,2023,4.23,-19.58
TAIWAN,HSCode_29,2023,268.82,40.31
TAJIKISTAN,HSCode_29,2023,0.13,45.13
TANZANIA REP,HSCode_29,2023,32.97,16.36
THAILAND,HSCode_29,2023,228.2,-4.0
TIMOR LESTE,HSCode_29,2023,,
TOGO,HSCode_29,2023,4.76,-9.86
TRINIDAD,HSCode_29,2023,0.61,26.02
TUNISIA,HSCode_29,2023,24.21,0.95
TURKEY,HSCode_29,2023,431.26,-11.2
TURKMENISTAN,HSCode_29,2023,2.57,-2.36
U ARAB EMTS,HSCode_29,2023,881.85,38.25
U K,HSCode_29,2023,267.12,-1.56
U S A,HSCode_29,2023,2408.33,-19.08
UGANDA,HSCode_29,2023,17.47,-14.02
UKRAINE,HSCode_29,2023,5.5,6.48
UNSPECIFIED,HSCode_29,2023,0.24,199.59
URUGUAY,HSCode_29,2023,21.69,0.04
UZBEKISTAN,HSCode_29,2023,4.46,-45.32
VANUATU REP,HSCode_29,2023,,
VENEZUELA,HSCode_29,2023,4.5,-25.65
VIETNAM SOC REP,HSCode_29,2023,174.55,1.91
VIRGIN IS US,HSCode_29,2023,0.31,
YEMEN REPUBLC,HSCode_29,2023,8.97,7.59
ZAMBIA,HSCode_29,2023,3.33,-10.85
ZIMBABWE,HSCode_29,2023,1.86,37.28
AFGHANISTAN,HSCode_29,2024,2.24,-6.52
ALBANIA,HSCode_29,2024,0.44,-16.32
ALGERIA,HSCode_29,2024,78.03,11.92
ANGOLA,HSCode_29,2024,3.57,55.52
ANTARTICA,HSCode_29,2024,0.04,
ANTIGUA,HSCode_29,2024,,
ARGENTINA,HSCode_29,2024,98.97,0.83
ARMENIA,HSCode_29,2024,0.3,-59.5
ARUBA,HSCode_29,2024,0.14,-45.47
AUSTRALIA,HSCode_29,2024,55.08,1.15
AUSTRIA,HSCode_29,2024,49.98,12.55
AZERBAIJAN,HSCode_29,2024,0.21,-34.26
BAHARAIN IS,HSCode_29,2024,10.03,66.94
BANGLADESH PR,HSCode_29,2024,377.46,0.8
BARBADOS,HSCode_29,2024,0.36,-38.96
BELARUS,HSCode_29,2024,10.43,17.08
BELGIUM,HSCode_29,2024,668.84,-7.34
BELIZE,HSCode_29,2024,0.02,-31.53
BENIN,HSCode_29,2024,1.13,-28.0
BHUTAN,HSCode_29,2024,1.66,44.53
BOLIVIA,HSCode_29,2024,2.11,-9.94
BOSNIA-HRZGOVIN,HSCode_29,2024,1.19,-14.51
BOTSWANA,HSCode_29,2024,0.02,-38.86
BR VIRGN IS,HSCode_29,2024,0.0,
BRAZIL,HSCode_29,2024,727.56,10.59
BRUNEI,HSCode_29,2024,0.1,-79.03
BULGARIA,HSCode_29,2024,34.77,1.52
BURKINA FASO,HSCode_29,2024,0.08,17.57
BURUNDI,HSCode_29,2024,0.08,-44.67
C AFRI REP,HSCode_29,2024,0.01,-87.88
CAMBODIA,HSCode_29,2024,1.54,-29.2
CAMEROON,HSCode_29,2024,2.12,17.83
CANADA,HSCode_29,2024,240.93,28.78
CAPE VERDE IS,HSCode_29,2024,0.02,16.34
CAYMAN IS,HSCode_29,2024,0.05,3393.89
CHAD,HSCode_29,2024,0.61,903.14
CHILE,HSCode_29,2024,28.48,-18.32
CHINA P RP,HSCode_29,2024,1263.78,4.04
COLOMBIA,HSCode_29,2024,98.86,-0.9
COMOROS,HSCode_29,2024,0.0,-83.27
CONGO D. REP.,HSCode_29,2024,13.45,36.98
CONGO P REP,HSCode_29,2024,0.47,129.28
COSTA RICA,HSCode_29,2024,11.15,49.75
COTE D' IVOIRE,HSCode_29,2024,12.54,4.09
CROATIA,HSCode_29,2024,59.01,58.17
CUBA,HSCode_29,2024,0.66,-55.01
CYPRUS,HSCode_29,2024,36.19,-9.66
CZECH REPUBLIC,HSCode_29,2024,50.8,9.76
DENMARK,HSCode_29,2024,19.23,34.54
DJIBOUTI,HSCode_29,2024,2.49,50.7
DOMINIC REP,HSCode_29,2024,6.15,4.86
DOMINICA,HSCode_29,2024,0.05,-26.54
ECUADOR,HSCode_29,2024,13.65,32.97
EGYPT A RP,HSCode_29,2024,305.01,42.25
EL SALVADOR,HSCode_29,2024,7.74,-0.95
EQUTL GUINEA,HSCode_29,2024,0.0,451.94
ERITREA,HSCode_29,2024,0.26,43.32
ESTONIA,HSCode_29,2024,4.91,-6.24
ETHIOPIA,HSCode_29,2024,7.41,-20.14
FIJI IS,HSCode_29,2024,3.38,696.55
FINLAND,HSCode_29,2024,119.01,105.39
FR POLYNESIA,HSCode_29,2024,0.01,
FRANCE,HSCode_29,2024,393.27,6.68
GABON,HSCode_29,2024,2.2,28.16
GAMBIA,HSCode_29,2024,0.09,92.97
GEORGIA,HSCode_29,2024,1.7,19.43
GERMANY,HSCode_29,2024,731.66,-10.89
GHANA,HSCode_29,2024,40.0,17.43
GREECE,HSCode_29,2024,129.57,12.11
GRENADA,HSCode_29,2024,0.04,1301.18
GUADELOUPE,HSCode_29,2024,0.01,25.31
GUAM,HSCode_29,2024,0.06,315.75
GUATEMALA,HSCode_29,2024,13.91,-6.24
GUINEA,HSCode_29,2024,0.83,-23.19
GUINEA BISSAU,HSCode_29,2024,0.09,-8.97
GUYANA,HSCode_29,2024,1.05,56.35
HAITI,HSCode_29,2024,0.5,13.42
HONDURAS,HSCode_29,2024,2.33,-10.15
HONG KONG,HSCode_29,2024,25.77,-12.45
HUNGARY,HSCode_29,2024,86.73,-3.95
ICELAND,HSCode_29,2024,8.13,231.47
INDONESIA,HSCode_29,2024,304.22,2.1
IRAN,HSCode_29,2024,29.27,-16.53
IRAQ,HSCode_29,2024,36.67,35.06
IRELAND,HSCode_29,2024,185.52,-0.48
ISRAEL,HSCode_29,2024,96.07,-24.3
ITALY,HSCode_29,2024,473.91,-1.37
JAMAICA,HSCode_29,2024,0.8,-20.56
JAPAN,HSCode_29,2024,602.19,-3.1
JERSEY,HSCode_29,2024,,
JORDAN,HSCode_29,2024,75.34,1.03
KAZAKHSTAN,HSCode_29,2024,6.36,8.95
KENYA,HSCode_29,2024,79.49,4.47
KIRIBATI REP,HSCode_29,2024,0.0,
KOREA DP RP,HSCode_29,2024,0.41,2428.23
KOREA RP,HSCode_29,2024,673.9,4.57
KUWAIT,HSCode_29,2024,138.52,-2.14
KYRGHYZSTAN,HSCode_29,2024,3.38,43.5
LAO PD RP,HSCode_29,2024,1.17,231.03
LATVIA,HSCode_29,2024,5.28,-0.05
LEBANON,HSCode_29,2024,31.56,2.43
LIBERIA,HSCode_29,2024,0.49,-17.35
LIBYA,HSCode_29,2024,1.35,-11.99
LIECHTENSTEIN,HSCode_29,2024,,
LITHUANIA,HSCode_29,2024,5.95,-20.83
LUXEMBOURG,HSCode_29,2024,30.77,20.91
MACAO,HSCode_29,2024,0.23,4780.81
MACEDONIA,HSCode_29,2024,14.63,-18.08
MADAGASCAR,HSCode_29,2024,0.54,0.48
MALAWI,HSCode_29,2024,1.37,12.8
MALAYSIA,HSCode_29,2024,256.81,-13.11
MALDIVES,HSCode_29,2024,0.32,-18.6
MALI,HSCode_29,2024,0.25,142.17
MALTA,HSCode_29,2024,33.68,-10.87
MARSHALL ISLAND,HSCode_29,2024,0.06,
MARTINIQUE,HSCode_29,2024,0.01,
MAURITANIA,HSCode_29,2024,0.2,-18.5
MAURITIUS,HSCode_29,2024,1.59,33.4
MEXICO,HSCode_29,2024,391.12,16.03
MICRONESIA,HSCode_29,2024,0.0,-94.69
MOLDOVA,HSCode_29,2024,0.64,-11.31
MONACO,HSCode_29,2024,0.09,1545.44
MONGOLIA,HSCode_29,2024,0.06,-50.18
MONTENEGRO,HSCode_29,2024,0.01,-36.02
MOROCCO,HSCode_29,2024,34.88,-4.99
MOZAMBIQUE,HSCode_29,2024,10.56,78.12
MYANMAR,HSCode_29,2024,13.0,29.15
N. MARIANA IS.,HSCode_29,2024,,
NAMIBIA,HSCode_29,2024,0.12,631.82
NEPAL,HSCode_29,2024,68.38,14.72
NETHERLAND,HSCode_29,2024,965.66,0.54
NETHERLANDANTIL,HSCode_29,2024,0.02,-64.76
NEW CALEDONIA,HSCode_29,2024,0.09,219.29
NEW ZEALAND,HSCode_29,2024,12.23,17.97
NICARAGUA,HSCode_29,2024,2.03,-10.7
NIGER,HSCode_29,2024,0.02,78.92
NIGERIA,HSCode_29,2024,128.92,9.08
NORFOLK IS,HSCode_29,2024,0.2,
NORWAY,HSCode_29,2024,82.63,-0.26
OMAN,HSCode_29,2024,47.2,-22.48
PAKISTAN IR,HSCode_29,2024,156.24,7.5
PANAMA REPUBLIC,HSCode_29,2024,3.84,54.99
PAPUA N GNA,HSCode_29,2024,0.03,-87.36
PARAGUAY,HSCode_29,2024,12.75,-7.27
PERU,HSCode_29,2024,27.06,-2.73
PHILIPPINES,HSCode_29,2024,49.61,31.21
POLAND,HSCode_29,2024,156.78,29.47
PORTUGAL,HSCode_29,2024,53.55,-18.92
PUERTO RICO,HSCode_29,2024,25.49,-18.88
QATAR,HSCode_29,2024,43.34,-14.94
REUNION,HSCode_29,2024,0.02,-80.86
ROMANIA,HSCode_29,2024,103.17,179.06
RUSSIA,HSCode_29,2024,369.05,9.7
RWANDA,HSCode_29,2024,0.3,-69.99
SAN MARINO,HSCode_29,2024,0.07,-75.12
SAO TOME,HSCode_29,2024,,
SAUDI ARAB,HSCode_29,2024,817.04,-9.47
SENEGAL,HSCode_29,2024,5.67,-43.85
SERBIA,HSCode_29,2024,26.06,-12.48
SEYCHELLES,HSCode_29,2024,0.44,45.15
SIERRA LEONE,HSCode_29,2024,0.17,7.9
SINGAPORE,HSCode_29,2024,1069.16,-43.24
SLOVAK REP,HSCode_29,2024,8.61,-37.32
SLOVENIA,HSCode_29,2024,86.38,-14.48
SOLOMON IS,HSCode_29,2024,,
SOMALIA,HSCode_29,2024,0.9,-52.01
SOUTH AFRICA,HSCode_29,2024,89.09,2.99
SOUTH SUDAN,HSCode_29,2024,0.01,96.11
SPAIN,HSCode_29,2024,559.82,1.26
SRI LANKA DSR,HSCode_29,2024,54.94,-15.2
ST KITT N A,HSCode_29,2024,0.0,45.34
ST LUCIA,HSCode_29,2024,0.04,-32.21
STATE OF PALEST,HSCode_29,2024,,
SUDAN,HSCode_29,2024,0.44,-71.41
SURINAME,HSCode_29,2024,0.18,234.5
SWAZILAND,HSCode_29,2024,3.0,-6.77
SWEDEN,HSCode_29,2024,21.04,3.23
SWITZERLAND,HSCode_29,2024,606.99,11.51
SYRIA,HSCode_29,2024,3.79,-10.43
TAIWAN,HSCode_29,2024,394.67,46.82
TAJIKISTAN,HSCode_29,2024,0.09,-29.01
TANZANIA REP,HSCode_29,2024,28.52,-13.52
THAILAND,HSCode_29,2024,224.43,-1.65
TIMOR LESTE,HSCode_29,2024,0.0,
TOGO,HSCode_29,2024,5.56,16.84
TRINIDAD,HSCode_29,2024,0.76,24.67
TUNISIA,HSCode_29,2024,24.18,-0.15
TURKEY,HSCode_29,2024,411.23,-4.65
TURKMENISTAN,HSCode_29,2024,2.65,3.37
U ARAB EMTS,HSCode_29,2024,502.95,-42.97
U K,HSCode_29,2024,457.48,71.27
U S A,HSCode_29,2024,2659.78,10.44
UGANDA,HSCode_29,2024,13.16,-24.64
UKRAINE,HSCode_29,2024,4.33,-21.28
UNSPECIFIED,HSCode_29,2024,90.42,38372.41
URUGUAY,HSCode_29,2024,24.06,10.92
UZBEKISTAN,HSCode_29,2024,4.26,-4.44
VENEZUELA,HSCode_29,2024,6.19,37.63
VIETNAM SOC REP,HSCode_29,2024,174.95,0.23
VIRGIN IS US,HSCode_29,2024,,
YEMEN REPUBLC,HSCode_29,2024,8.66,-3.36
ZAMBIA,HSCode_29,2024,3.01,-9.46
ZIMBABWE,HSCode_29,2024,1.39,-25.39
AFGHANISTAN,HSCode_29,2025,0.69,
ALBANIA,HSCode_29,2025,0.1,
ALGERIA,HSCode_29,2025,24.82,
ANGOLA,HSCode_29,2025,1.94,
ANTARTICA,HSCode_29,2025,,
ANTIGUA,HSCode_29,2025,0.01,
ARGENTINA,HSCode_29,2025,45.24,
ARMENIA,HSCode_29,2025,0.15,
ARUBA,HSCode_29,2025,0.07,
AUSTRALIA,HSCode_29,2025,22.95,
AUSTRIA,HSCode_29,2025,28.09,
AZERBAIJAN,HSCode_29,2025,0.24,
BAHARAIN IS,HSCode_29,2025,3.75,
BANGLADESH PR,HSCode_29,2025,149.76,
BARBADOS,HSCode_29,2025,0.14,
BELARUS,HSCode_29,2025,4.35,
BELGIUM,HSCode_29,2025,258.53,
BELIZE,HSCode_29,2025,0.0,
BENIN,HSCode_29,2025,0.03,
BHUTAN,HSCode_29,2025,0.81,
BOLIVIA,HSCode_29,2025,2.06,
BOSNIA-HRZGOVIN,HSCode_29,2025,0.63,
BOTSWANA,HSCode_29,2025,0.02,
BR VIRGN IS,HSCode_29,2025,0.0,
BRAZIL,HSCode_29,2025,350.31,
BRUNEI,HSCode_29,2025,0.15,
BULGARIA,HSCode_29,2025,16.82,
BURKINA FASO,HSCode_29,2025,0.04,
BURUNDI,HSCode_29,2025,0.04,
C AFRI REP,HSCode_29,2025,0.0,
CAMBODIA,HSCode_29,2025,1.66,
CAMEROON,HSCode_29,2025,2.0,
CANADA,HSCode_29,2025,101.68,
CAPE VERDE IS,HSCode_29,2025,0.01,
CAYMAN IS,HSCode_29,2025,0.05,
CHAD,HSCode_29,2025,0.03,
CHILE,HSCode_29,2025,14.33,
CHINA P RP,HSCode_29,2025,509.37,
COLOMBIA,HSCode_29,2025,46.71,
COMOROS,HSCode_29,2025,,
CONGO D. REP.,HSCode_29,2025,6.66,
CONGO P REP,HSCode_29,2025,0.43,
COSTA RICA,HSCode_29,2025,5.6,
COTE D' IVOIRE,HSCode_29,2025,4.95,
CROATIA,HSCode_29,2025,32.37,
CUBA,HSCode_29,2025,0.15,
CYPRUS,HSCode_29,2025,12.01,
CZECH REPUBLIC,HSCode_29,2025,19.49,
DENMARK,HSCode_29,2025,6.31,
DJIBOUTI,HSCode_29,2025,1.19,
DOMINIC REP,HSCode_29,2025,3.62,
DOMINICA,HSCode_29,2025,0.0,
ECUADOR,HSCode_29,2025,7.05,
EGYPT A RP,HSCode_29,2025,139.61,
EL SALVADOR,HSCode_29,2025,3.05,
EQUTL GUINEA,HSCode_29,2025,0.14,
ERITREA,HSCode_29,2025,0.19,
ESTONIA,HSCode_29,2025,0.83,
ETHIOPIA,HSCode_29,2025,3.57,
FIJI IS,HSCode_29,2025,0.23,
FINLAND,HSCode_29,2025,41.96,
FR POLYNESIA,HSCode_29,2025,0.01,
FRANCE,HSCode_29,2025,175.49,
GABON,HSCode_29,2025,1.45,
GAMBIA,HSCode_29,2025,0.02,
GEORGIA,HSCode_29,2025,0.78,
GERMANY,HSCode_29,2025,288.34,
GHANA,HSCode_29,2025,14.76,
GREECE,HSCode_29,2025,27.64,
GREENLAND,HSCode_29,2025,0.04,
GRENADA,HSCode_29,2025,0.0,
GUADELOUPE,HSCode_29,2025,0.01,
GUAM,HSCode_29,2025,0.01,
GUATEMALA,HSCode_29,2025,7.66,
GUINEA,HSCode_29,2025,0.73,
GUINEA BISSAU,HSCode_29,2025,,
GUYANA,HSCode_29,2025,0.51,
HAITI,HSCode_29,2025,0.5,
HONDURAS,HSCode_29,2025,1.2,
HONG KONG,HSCode_29,2025,8.89,
HUNGARY,HSCode_29,2025,28.31,
ICELAND,HSCode_29,2025,4.8,
INDONESIA,HSCode_29,2025,115.46,
IRAN,HSCode_29,2025,10.1,
IRAQ,HSCode_29,2025,13.05,
IRELAND,HSCode_29,2025,67.78,
ISRAEL,HSCode_29,2025,37.79,
ITALY,HSCode_29,2025,182.3,
JAMAICA,HSCode_29,2025,0.31,
JAPAN,HSCode_29,2025,257.63,
JORDAN,HSCode_29,2025,31.33,
KAZAKHSTAN,HSCode_29,2025,1.74,
KENYA,HSCode_29,2025,37.31,
KIRIBATI REP,HSCode_29,2025,,
KOREA DP RP,HSCode_29,2025,,
KOREA RP,HSCode_29,2025,255.67,
KUWAIT,HSCode_29,2025,64.51,
KYRGHYZSTAN,HSCode_29,2025,3.34,
LAO PD RP,HSCode_29,2025,1.23,
LATVIA,HSCode_29,2025,1.72,
LEBANON,HSCode_29,2025,13.09,
LIBERIA,HSCode_29,2025,0.3,
LIBYA,HSCode_29,2025,0.21,
LIECHTENSTEIN,HSCode_29,2025,0.0,
LITHUANIA,HSCode_29,2025,3.2,
LUXEMBOURG,HSCode_29,2025,4.87,
MACAO,HSCode_29,2025,0.01,
MACEDONIA,HSCode_29,2025,4.18,
MADAGASCAR,HSCode_29,2025,0.41,
MALAWI,HSCode_29,2025,0.25,
MALAYSIA,HSCode_29,2025,118.32,
MALDIVES,HSCode_29,2025,0.14,
MALI,HSCode_29,2025,0.04,
MALTA,HSCode_29,2025,16.53,
MARSHALL ISLAND,HSCode_29,2025,,
MARTINIQUE,HSCode_29,2025,,
MAURITANIA,HSCode_29,2025,0.14,
MAURITIUS,HSCode_29,2025,0.53,
MEXICO,HSCode_29,2025,138.41,
MICRONESIA,HSCode_29,2025,0.0,
MOLDOVA,HSCode_29,2025,0.3,
MONACO,HSCode_29,2025,0.03,
MONGOLIA,HSCode_29,2025,0.0,
MONTENEGRO,HSCode_29,2025,0.02,
MOROCCO,HSCode_29,2025,15.87,
MOZAMBIQUE,HSCode_29,2025,5.07,
MYANMAR,HSCode_29,2025,5.63,
NAMIBIA,HSCode_29,2025,0.01,
NEPAL,HSCode_29,2025,26.95,
NETHERLAND,HSCode_29,2025,383.78,
NETHERLANDANTIL,HSCode_29,2025,0.0,
NEW CALEDONIA,HSCode_29,2025,,
NEW ZEALAND,HSCode_29,2025,4.58,
NICARAGUA,HSCode_29,2025,1.29,
NIGER,HSCode_29,2025,0.02,
NIGERIA,HSCode_29,2025,41.32,
NORFOLK IS,HSCode_29,2025,,
NORWAY,HSCode_29,2025,33.0,
OMAN,HSCode_29,2025,21.0,
PAKISTAN IR,HSCode_29,2025,22.05,
PALAU,HSCode_29,2025,0.0,
PANAMA REPUBLIC,HSCode_29,2025,0.7,
PAPUA N GNA,HSCode_29,2025,0.0,
PARAGUAY,HSCode_29,2025,8.95,
PERU,HSCode_29,2025,9.84,
PHILIPPINES,HSCode_29,2025,20.27,
POLAND,HSCode_29,2025,68.31,
PORTUGAL,HSCode_29,2025,19.28,
PUERTO RICO,HSCode_29,2025,15.1,
QATAR,HSCode_29,2025,10.41,
REUNION,HSCode_29,2025,0.01,
ROMANIA,HSCode_29,2025,38.79,
RUSSIA,HSCode_29,2025,138.23,
RWANDA,HSCode_29,2025,0.26,
SAMOA,HSCode_29,2025,0.02,
SAN MARINO,HSCode_29,2025,0.07,
SAUDI ARAB,HSCode_29,2025,370.86,
SENEGAL,HSCode_29,2025,2.77,
SERBIA,HSCode_29,2025,11.05,
SEYCHELLES,HSCode_29,2025,0.11,
SIERRA LEONE,HSCode_29,2025,0.1,
SINGAPORE,HSCode_29,2025,287.14,
SLOVAK REP,HSCode_29,2025,3.25,
SLOVENIA,HSCode_29,2025,34.78,
SOMALIA,HSCode_29,2025,0.38,
SOUTH AFRICA,HSCode_29,2025,31.75,
SOUTH SUDAN,HSCode_29,2025,0.01,
SPAIN,HSCode_29,2025,216.09,
SRI LANKA DSR,HSCode_29,2025,21.78,
ST KITT N A,HSCode_29,2025,0.0,
ST LUCIA,HSCode_29,2025,0.0,
SUDAN,HSCode_29,2025,0.28,
SURINAME,HSCode_29,2025,0.1,
SWAZILAND,HSCode_29,2025,2.6,
SWEDEN,HSCode_29,2025,11.21,
SWITZERLAND,HSCode_29,2025,225.24,
SYRIA,HSCode_29,2025,2.27,
TAIWAN,HSCode_29,2025,108.69,
TAJIKISTAN,HSCode_29,2025,0.13,
TANZANIA REP,HSCode_29,2025,13.59,
THAILAND,HSCode_29,2025,109.28,
TIMOR LESTE,HSCode_29,2025,0.0,
TOGO,HSCode_29,2025,1.23,
TRINIDAD,HSCode_29,2025,0.21,
TUNISIA,HSCode_29,2025,8.9,
TURKEY,HSCode_29,2025,160.84,
TURKMENISTAN,HSCode_29,2025,0.83,
U ARAB EMTS,HSCode_29,2025,228.04,
U K,HSCode_29,2025,127.09,
U S A,HSCode_29,2025,1116.42,
UGANDA,HSCode_29,2025,4.85,
UKRAINE,HSCode_29,2025,1.77,
UNSPECIFIED,HSCode_29,2025,261.37,
URUGUAY,HSCode_29,2025,13.8,
UZBEKISTAN,HSCode_29,2025,2.33,
VANUATU REP,HSCode_29,2025,0.0,
VENEZUELA,HSCode_29,2025,3.47,
VIETNAM SOC REP,HSCode_29,2025,70.05,
VIRGIN IS US,HSCode_29,2025,0.01,
YEMEN REPUBLC,HSCode_29,2025,2.36,
ZAMBIA,HSCode_29,2025,0.87,
ZIMBABWE,HSCode_29,2025,0.81,
AFGHANISTAN,HSCode_29,2018,7.15,-4.02
ALBANIA,HSCode_29,2018,0.85,-33.22
ALGERIA,HSCode_29,2018,56.52,17.07
ANDORRA,HSCode_29,2018,,
ANGOLA,HSCode_29,2018,1.59,9.66
ARGENTINA,HSCode_29,2018,76.12,-19.59
ARMENIA,HSCode_29,2018,0.19,24.78
AUSTRALIA,HSCode_29,2018,46.75,28.09
AUSTRIA,HSCode_29,2018,44.74,60.17
AZERBAIJAN,HSCode_29,2018,0.12,195.08
BAHAMAS,HSCode_29,2018,,
BAHARAIN IS,HSCode_29,2018,3.28,10.11
BANGLADESH PR,HSCode_29,2018,252.69,20.2
BARBADOS,HSCode_29,2018,0.1,-34.72
BELARUS,HSCode_29,2018,7.83,15.09
BELGIUM,HSCode_29,2018,477.84,20.94
BELIZE,HSCode_29,2018,0.0,-99.96
BENIN,HSCode_29,2018,0.46,-4.0
BHUTAN,HSCode_29,2018,0.81,-16.03
BOLIVIA,HSCode_29,2018,2.07,97.36
BOSNIA-HRZGOVIN,HSCode_29,2018,1.34,23.88
BOTSWANA,HSCode_29,2018,0.01,99.4
BR VIRGN IS,HSCode_29,2018,0.01,-95.64
BRAZIL,HSCode_29,2018,576.07,34.54
BRUNEI,HSCode_29,2018,0.25,780.68
BULGARIA,HSCode_29,2018,50.05,31.67
BURKINA FASO,HSCode_29,2018,0.12,-19.95
BURUNDI,HSCode_29,2018,0.45,92.22
C AFRI REP,HSCode_29,2018,0.0,-81.63
CAMBODIA,HSCode_29,2018,1.98,123.23
CAMEROON,HSCode_29,2018,2.14,-21.39
CANADA,HSCode_29,2018,220.98,21.31
CAPE VERDE IS,HSCode_29,2018,0.01,-8.7
CAYMAN IS,HSCode_29,2018,,
CHAD,HSCode_29,2018,0.13,4754.36
CHILE,HSCode_29,2018,29.98,75.4
CHINA P RP,HSCode_29,2018,3249.23,54.27
COLOMBIA,HSCode_29,2018,83.8,24.51
COMOROS,HSCode_29,2018,0.0,12.5
CONGO D. REP.,HSCode_29,2018,7.98,31.19
CONGO P REP,HSCode_29,2018,0.72,22.21
COSTA RICA,HSCode_29,2018,4.79,33.43
COTE D' IVOIRE,HSCode_29,2018,5.35,-13.05
CROATIA,HSCode_29,2018,60.71,-16.5
CUBA,HSCode_29,2018,6.22,-31.44
CYPRUS,HSCode_29,2018,34.65,21.27
CZECH REPUBLIC,HSCode_29,2018,39.71,10.35
DENMARK,HSCode_29,2018,14.44,-27.6
DJIBOUTI,HSCode_29,2018,0.63,-59.68
DOMINIC REP,HSCode_29,2018,3.9,21.88
DOMINICA,HSCode_29,2018,0.11,59.55
ECUADOR,HSCode_29,2018,8.28,19.0
EGYPT A RP,HSCode_29,2018,245.84,41.98
EL SALVADOR,HSCode_29,2018,4.61,1.24
EQUTL GUINEA,HSCode_29,2018,0.16,1778.78
ERITREA,HSCode_29,2018,0.1,75.36
ESTONIA,HSCode_29,2018,2.05,78.43
ETHIOPIA,HSCode_29,2018,13.29,24.58
FIJI IS,HSCode_29,2018,0.3,284.46
FINLAND,HSCode_29,2018,20.77,31.45
FR GUIANA,HSCode_29,2018,0.11,-5.05
FRANCE,HSCode_29,2018,243.8,40.81
GABON,HSCode_29,2018,0.04,-85.83
GAMBIA,HSCode_29,2018,0.27,194.72
GEORGIA,HSCode_29,2018,4.0,329.65
GERMANY,HSCode_29,2018,723.92,23.83
GHANA,HSCode_29,2018,25.23,20.1
GREECE,HSCode_29,2018,70.61,42.82
GRENADA,HSCode_29,2018,0.0,
GUADELOUPE,HSCode_29,2018,0.01,980.99
GUAM,HSCode_29,2018,0.03,2095.63
GUATEMALA,HSCode_29,2018,11.63,12.11
GUINEA,HSCode_29,2018,0.21,-64.09
GUINEA BISSAU,HSCode_29,2018,0.03,1677627.69
GUYANA,HSCode_29,2018,0.55,109.73
HAITI,HSCode_29,2018,0.23,1.7
HONDURAS,HSCode_29,2018,1.39,13.86
HONG KONG,HSCode_29,2018,31.22,-32.79
HUNGARY,HSCode_29,2018,95.67,25.63
ICELAND,HSCode_29,2018,0.17,94.49
