Country,HSCode,Year,Value(Imports),Growth
JAPAN,HSCode_90,2021,66.32,0.24
JORDAN,HSCode_90,2021,4.16,-1.04
KAZAKHSTAN,HSCode_90,2021,6.02,65.71
KENYA,HSCode_90,2021,24.04,54.21
KIRIBATI REP,HSCode_90,2021,0.02,28.19
KOREA DP RP,HSCode_90,2021,0.0,-95.97
KOREA RP,HSCode_90,2021,44.07,11.49
KUWAIT,HSCode_90,2021,7.85,-53.15
KYRGHYZSTAN,HSCode_90,2021,0.44,-75.79
LAO PD RP,HSCode_90,2021,0.27,34.69
LATVIA,HSCode_90,2021,0.88,25.62
LEBANON,HSCode_90,2021,3.18,10.72
LESOTHO,HSCode_90,2021,0.08,210.16
LIBERIA,HSCode_90,2021,1.43,56.5
LIBYA,HSCode_90,2021,2.55,13.2
LIECHTENSTEIN,HSCode_90,2021,0.0,
LITHUANIA,HSCode_90,2021,4.83,47.62
LUXEMBOURG,HSCode_90,2021,0.68,-38.78
MACAO,HSCode_90,2021,0.4,8347.7
MACEDONIA,HSCode_90,2021,0.59,262.2
MADAGASCAR,HSCode_90,2021,1.26,17.28
MALAWI,HSCode_90,2021,2.08,-19.85
MALAYSIA,HSCode_90,2021,86.25,66.14
MALDIVES,HSCode_90,2021,13.74,32.22
MALI,HSCode_90,2021,1.57,-12.21
MALTA,HSCode_90,2021,0.35,-4.79
MARSHALL ISLAND,HSCode_90,2021,,
MARTINIQUE,HSCode_90,2021,0.0,-87.66
MAURITANIA,HSCode_90,2021,0.92,76.35
MAURITIUS,HSCode_90,2021,5.19,11.15
MAYOTTE,HSCode_90,2021,0.0,-49.56
MEXICO,HSCode_90,2021,37.94,81.81
MICRONESIA,HSCode_90,2021,0.02,576.06
MOLDOVA,HSCode_90,2021,0.37,37.14
MONACO,HSCode_90,2021,0.0,-99.42
MONGOLIA,HSCode_90,2021,0.42,-7.17
MONTENEGRO,HSCode_90,2021,0.02,-67.23
MONTSERRAT,HSCode_90,2021,0.0,169.76
MOROCCO,HSCode_90,2021,11.96,13.68
MOZAMBIQUE,HSCode_90,2021,4.81,212.81
MYANMAR,HSCode_90,2021,10.01,-5.37
NAMIBIA,HSCode_90,2021,0.85,20.17
NAURU RP,HSCode_90,2021,0.0,-98.18
NEPAL,HSCode_90,2021,71.65,72.49
NETHERLAND,HSCode_90,2021,97.0,77.94
NETHERLANDANTIL,HSCode_90,2021,0.08,689.66
NEW CALEDONIA,HSCode_90,2021,0.02,915.75
NEW ZEALAND,HSCode_90,2021,2.46,11.84
NICARAGUA,HSCode_90,2021,2.79,-21.14
NIGER,HSCode_90,2021,0.44,-62.46
NIGERIA,HSCode_90,2021,44.0,-14.43
NIUE IS,HSCode_90,2021,,
NORWAY,HSCode_90,2021,4.83,37.27
OMAN,HSCode_90,2021,22.34,-22.9
PAKISTAN IR,HSCode_90,2021,1.66,29.84
PALAU,HSCode_90,2021,0.0,1067.27
PANAMA REPUBLIC,HSCode_90,2021,3.92,31.25
PAPUA N GNA,HSCode_90,2021,2.22,0.31
PARAGUAY,HSCode_90,2021,2.64,104.46
PERU,HSCode_90,2021,8.28,13.36
PHILIPPINES,HSCode_90,2021,20.37,30.73
POLAND,HSCode_90,2021,37.08,34.49
PORTUGAL,HSCode_90,2021,3.33,-30.82
PUERTO RICO,HSCode_90,2021,7.35,59.16
QATAR,HSCode_90,2021,14.6,7.59
REUNION,HSCode_90,2021,0.0,-66.13
ROMANIA,HSCode_90,2021,8.47,36.04
RUSSIA,HSCode_90,2021,50.38,-24.82
RWANDA,HSCode_90,2021,3.31,89.38
SAMOA,HSCode_90,2021,0.05,-39.88
SAO TOME,HSCode_90,2021,0.06,-33.39
SAUDI ARAB,HSCode_90,2021,25.43,-20.93
SENEGAL,HSCode_90,2021,3.71,-15.68
SERBIA,HSCode_90,2021,1.66,23.66
SEYCHELLES,HSCode_90,2021,0.92,30.96
SIERRA LEONE,HSCode_90,2021,1.26,28.77
SINGAPORE,HSCode_90,2021,191.13,4.22
SLOVAK REP,HSCode_90,2021,4.02,135.56
SLOVENIA,HSCode_90,2021,1.34,336.91
SOLOMON IS,HSCode_90,2021,0.06,-13.54
SOMALIA,HSCode_90,2021,2.05,25.29
SOUTH AFRICA,HSCode_90,2021,44.34,35.63
SOUTH SUDAN,HSCode_90,2021,0.09,-40.66
SPAIN,HSCode_90,2021,27.36,18.78
SRI LANKA DSR,HSCode_90,2021,22.95,-34.73
ST HELENA,HSCode_90,2021,,
ST KITT N A,HSCode_90,2021,0.03,-4.67
ST LUCIA,HSCode_90,2021,0.09,22.37
ST VINCENT,HSCode_90,2021,0.0,-89.62
STATE OF PALEST,HSCode_90,2021,,
SUDAN,HSCode_90,2021,7.02,5.31
SURINAME,HSCode_90,2021,0.13,-33.91
SWAZILAND,HSCode_90,2021,0.36,-5.79
SWEDEN,HSCode_90,2021,20.1,35.87
SWITZERLAND,HSCode_90,2021,18.04,2.38
SYRIA,HSCode_90,2021,1.23,18.38
TAIWAN,HSCode_90,2021,16.73,107.84
TAJIKISTAN,HSCode_90,2021,0.59,-37.93
TANZANIA REP,HSCode_90,2021,15.56,65.74
THAILAND,HSCode_90,2021,52.53,28.74
TIMOR LESTE,HSCode_90,2021,0.22,-7.45
TOGO,HSCode_90,2021,2.0,210.6
TONGA,HSCode_90,2021,0.0,-95.78
TRINIDAD,HSCode_90,2021,0.64,-35.79
TUNISIA,HSCode_90,2021,7.16,1.42
TURKEY,HSCode_90,2021,64.3,38.18
TURKMENISTAN,HSCode_90,2021,3.08,149.03
TURKS C IS,HSCode_90,2021,0.02,38.02
TUVALU,HSCode_90,2021,0.02,1125.67
U ARAB EMTS,HSCode_90,2021,120.21,25.94
U K,HSCode_90,2021,168.13,35.34
U S A,HSCode_90,2021,785.07,35.81
UGANDA,HSCode_90,2021,8.69,0.93
UKRAINE,HSCode_90,2021,8.37,18.16
UNSPECIFIED,HSCode_90,2021,0.26,109.63
URUGUAY,HSCode_90,2021,0.87,8.3
US MINOR OUTLYING ISLANDS,HSCode_90,2021,,
UZBEKISTAN,HSCode_90,2021,5.46,40.52
VANUATU REP,HSCode_90,2021,0.08,-45.87
VENEZUELA,HSCode_90,2021,0.68,64.77
VIETNAM SOC REP,HSCode_90,2021,28.07,33.14
VIRGIN IS US,HSCode_90,2021,,
WALLIS F IS,HSCode_90,2021,0.0,
YEMEN REPUBLC,HSCode_90,2021,7.92,14.87
ZAMBIA,HSCode_90,2021,4.07,-17.03
ZIMBABWE,HSCode_90,2021,2.62,28.26
AFGHANISTAN,HSCode_90,2022,7.32,62.19
ALBANIA,HSCode_90,2022,0.87,5.14
ALGERIA,HSCode_90,2022,13.03,-52.73
AMERI SAMOA,HSCode_90,2022,,
ANDORRA,HSCode_90,2022,,
ANGOLA,HSCode_90,2022,8.18,78.62
ANGUILLA,HSCode_90,2022,0.0,-88.98
ANTARTICA,HSCode_90,2022,,
ANTIGUA,HSCode_90,2022,0.09,75.76
ARGENTINA,HSCode_90,2022,17.26,19.07
ARMENIA,HSCode_90,2022,0.97,45.34
ARUBA,HSCode_90,2022,2.18,254.77
AUSTRALIA,HSCode_90,2022,46.71,-1.56
AUSTRIA,HSCode_90,2022,14.15,-15.07
AZERBAIJAN,HSCode_90,2022,2.06,-11.54
BAHAMAS,HSCode_90,2022,0.03,-84.09
BAHARAIN IS,HSCode_90,2022,3.52,-78.91
BANGLADESH PR,HSCode_90,2022,55.05,14.35
BARBADOS,HSCode_90,2022,0.09,152.8
BELARUS,HSCode_90,2022,1.45,-21.07
BELGIUM,HSCode_90,2022,41.55,0.11
BELIZE,HSCode_90,2022,0.12,58.23
BENIN,HSCode_90,2022,1.89,15.1
BERMUDA,HSCode_90,2022,0.0,2.99
BHUTAN,HSCode_90,2022,8.61,-7.77
BOLIVIA,HSCode_90,2022,2.03,25.28
BOSNIA-HRZGOVIN,HSCode_90,2022,0.67,-15.41
BOTSWANA,HSCode_90,2022,1.13,10.27
BR VIRGN IS,HSCode_90,2022,0.0,199.36
BRAZIL,HSCode_90,2022,98.13,23.57
BRITISH INDIAN,HSCode_90,2022,0.0,
BRUNEI,HSCode_90,2022,0.28,2.88
BULGARIA,HSCode_90,2022,7.7,26.2
BURKINA FASO,HSCode_90,2022,1.46,0.72
BURUNDI,HSCode_90,2022,1.22,8.87
C AFRI REP,HSCode_90,2022,0.16,102.1
CAMBODIA,HSCode_90,2022,2.41,-5.93
CAMEROON,HSCode_90,2022,2.87,9.72
CANADA,HSCode_90,2022,43.66,-11.33
CAPE VERDE IS,HSCode_90,2022,0.02,63.88
CAYMAN IS,HSCode_90,2022,1.43,-17.28
CHAD,HSCode_90,2022,0.18,-43.28
CHILE,HSCode_90,2022,8.2,-10.19
CHINA P RP,HSCode_90,2022,204.73,-3.72
CHRISTMAS IS.,HSCode_90,2022,,
COLOMBIA,HSCode_90,2022,12.96,20.06
COMOROS,HSCode_90,2022,0.16,561.12
CONGO D. REP.,HSCode_90,2022,6.15,34.06
CONGO P REP,HSCode_90,2022,1.26,-12.33
COSTA RICA,HSCode_90,2022,11.25,-5.71
COTE D' IVOIRE,HSCode_90,2022,4.67,32.74
CROATIA,HSCode_90,2022,7.93,273.6
CUBA,HSCode_90,2022,0.66,52.81
CYPRUS,HSCode_90,2022,3.16,9.12
CZECH REPUBLIC,HSCode_90,2022,14.78,4.43
DENMARK,HSCode_90,2022,30.76,36.34
DJIBOUTI,HSCode_90,2022,1.59,25.08
DOMINIC REP,HSCode_90,2022,4.53,-7.25
DOMINICA,HSCode_90,2022,0.21,1151.26
ECUADOR,HSCode_90,2022,9.88,14.23
EGYPT A RP,HSCode_90,2022,25.44,-5.5
EL SALVADOR,HSCode_90,2022,1.88,8.45
EQUTL GUINEA,HSCode_90,2022,0.15,-62.12
ERITREA,HSCode_90,2022,0.96,-2.37
ESTONIA,HSCode_90,2022,2.01,14.12
ETHIOPIA,HSCode_90,2022,14.22,37.17
FIJI IS,HSCode_90,2022,1.89,40.15
FINLAND,HSCode_90,2022,7.1,-38.41
FR GUIANA,HSCode_90,2022,0.0,
FR POLYNESIA,HSCode_90,2022,0.0,-89.73
FRANCE,HSCode_90,2022,289.1,28.89
GABON,HSCode_90,2022,0.76,81.46
GAMBIA,HSCode_90,2022,0.24,-39.12
GEORGIA,HSCode_90,2022,8.4,12.33
GERMANY,HSCode_90,2022,304.2,16.6
GHANA,HSCode_90,2022,6.12,-36.79
GIBRALTAR,HSCode_90,2022,0.01,219.4
GREECE,HSCode_90,2022,9.55,37.93
GRENADA,HSCode_90,2022,0.03,-65.76
GUADELOUPE,HSCode_90,2022,0.01,107.1
GUAM,HSCode_90,2022,0.0,-99.83
GUATEMALA,HSCode_90,2022,5.34,52.42
GUINEA,HSCode_90,2022,2.19,100.25
GUINEA BISSAU,HSCode_90,2022,0.05,-65.36
GUYANA,HSCode_90,2022,2.04,61.78
HAITI,HSCode_90,2022,0.31,-0.62
HONDURAS,HSCode_90,2022,1.81,-14.73
HONG KONG,HSCode_90,2022,36.29,-7.55
HUNGARY,HSCode_90,2022,5.71,20.7
ICELAND,HSCode_90,2022,0.1,14.38
INDONESIA,HSCode_90,2022,57.93,11.14
IRAN,HSCode_90,2022,7.89,-54.52
IRAQ,HSCode_90,2022,11.29,-3.92
IRELAND,HSCode_90,2022,24.8,-3.49
ISRAEL,HSCode_90,2022,44.77,-0.33
ITALY,HSCode_90,2022,92.74,18.37
JAMAICA,HSCode_90,2022,1.46,-48.12
JAPAN,HSCode_90,2022,99.73,50.38
JORDAN,HSCode_90,2022,4.94,18.68
KAZAKHSTAN,HSCode_90,2022,15.15,151.89
KENYA,HSCode_90,2022,26.74,11.22
KIRIBATI REP,HSCode_90,2022,0.01,-42.51
KOREA DP RP,HSCode_90,2022,0.0,122.04
KOREA RP,HSCode_90,2022,40.13,-8.94
KUWAIT,HSCode_90,2022,9.72,23.82
KYRGHYZSTAN,HSCode_90,2022,0.66,51.16
LAO PD RP,HSCode_90,2022,0.12,-56.87
LATVIA,HSCode_90,2022,1.23,39.11
LEBANON,HSCode_90,2022,3.21,0.92
LESOTHO,HSCode_90,2022,0.02,-77.54
LIBERIA,HSCode_90,2022,1.81,26.79
LIBYA,HSCode_90,2022,5.22,104.97
LIECHTENSTEIN,HSCode_90,2022,,
LITHUANIA,HSCode_90,2022,7.56,56.6
LUXEMBOURG,HSCode_90,2022,0.21,-69.45
MACAO,HSCode_90,2022,0.72,80.56
MACEDONIA,HSCode_90,2022,0.26,-55.64
MADAGASCAR,HSCode_90,2022,1.94,54.11
MALAWI,HSCode_90,2022,1.89,-9.56
MALAYSIA,HSCode_90,2022,62.34,-27.72
MALDIVES,HSCode_90,2022,12.86,-6.44
MALI,HSCode_90,2022,1.71,8.58
MALTA,HSCode_90,2022,0.86,145.09
MARTINIQUE,HSCode_90,2022,0.0,183.45
MAURITANIA,HSCode_90,2022,1.02,11.45
MAURITIUS,HSCode_90,2022,6.59,27.03
MAYOTTE,HSCode_90,2022,0.0,-3.38
MEXICO,HSCode_90,2022,39.98,5.37
MICRONESIA,HSCode_90,2022,0.08,321.15
MOLDOVA,HSCode_90,2022,0.37,0.94
MONACO,HSCode_90,2022,0.0,14206.69
MONGOLIA,HSCode_90,2022,1.39,231.21
MONTENEGRO,HSCode_90,2022,0.17,677.11
MONTSERRAT,HSCode_90,2022,,
MOROCCO,HSCode_90,2022,13.45,12.51
MOZAMBIQUE,HSCode_90,2022,5.65,17.36
MYANMAR,HSCode_90,2022,10.42,4.07
NAMIBIA,HSCode_90,2022,1.06,24.29
NAURU RP,HSCode_90,2022,,
NEPAL,HSCode_90,2022,55.02,-23.22
NETHERLAND,HSCode_90,2022,109.48,12.87
NETHERLANDANTIL,HSCode_90,2022,0.03,-58.79
NEW CALEDONIA,HSCode_90,2022,0.02,2.76
NEW ZEALAND,HSCode_90,2022,1.4,-42.98
NICARAGUA,HSCode_90,2022,4.31,54.68
NIGER,HSCode_90,2022,0.48,10.08
NIGERIA,HSCode_90,2022,64.76,47.2
NORWAY,HSCode_90,2022,62.85,1201.57
OMAN,HSCode_90,2022,20.84,-6.72
PAKISTAN IR,HSCode_90,2022,5.18,211.11
PALAU,HSCode_90,2022,0.01,63.31
PANAMA REPUBLIC,HSCode_90,2022,4.36,11.01
PAPUA N GNA,HSCode_90,2022,2.76,24.29
PARAGUAY,HSCode_90,2022,1.96,-25.69
PERU,HSCode_90,2022,9.22,11.38
PHILIPPINES,HSCode_90,2022,19.55,-4.04
POLAND,HSCode_90,2022,61.16,64.95
PORTUGAL,HSCode_90,2022,3.76,12.79
PUERTO RICO,HSCode_90,2022,10.86,47.8
QATAR,HSCode_90,2022,19.33,32.36
REUNION,HSCode_90,2022,0.02,553.36
ROMANIA,HSCode_90,2022,7.42,-12.3
RUSSIA,HSCode_90,2022,75.45,49.78
RWANDA,HSCode_90,2022,2.8,-15.35
SAMOA,HSCode_90,2022,0.04,-33.76
SAO TOME,HSCode_90,2022,0.01,-91.28
SAUDI ARAB,HSCode_90,2022,35.0,37.65
SENEGAL,HSCode_90,2022,5.59,50.84
SERBIA,HSCode_90,2022,1.5,-9.71
SEYCHELLES,HSCode_90,2022,1.04,13.65
SIERRA LEONE,HSCode_90,2022,1.52,20.46
SINGAPORE,HSCode_90,2022,232.38,21.58
SLOVAK REP,HSCode_90,2022,2.73,-31.95
SLOVENIA,HSCode_90,2022,4.42,230.74
SOLOMON IS,HSCode_90,2022,0.06,-12.02
SOMALIA,HSCode_90,2022,3.76,83.35
SOUTH AFRICA,HSCode_90,2022,40.54,-8.57
SOUTH SUDAN,HSCode_90,2022,0.18,89.5
SPAIN,HSCode_90,2022,36.63,33.88
SRI LANKA DSR,HSCode_90,2022,20.71,-9.77
ST KITT N A,HSCode_90,2022,0.03,3.87
ST LUCIA,HSCode_90,2022,0.25,176.6
ST VINCENT,HSCode_90,2022,0.01,245.24
STATE OF PALEST,HSCode_90,2022,0.0,
SUDAN,HSCode_90,2022,8.81,25.41
SURINAME,HSCode_90,2022,0.01,-88.93
SWAZILAND,HSCode_90,2022,0.81,127.21
SWEDEN,HSCode_90,2022,34.79,73.09
SWITZERLAND,HSCode_90,2022,21.12,17.07
SYRIA,HSCode_90,2022,0.32,-74.23
TAIWAN,HSCode_90,2022,16.27,-2.77
TAJIKISTAN,HSCode_90,2022,0.82,40.67
TANZANIA REP,HSCode_90,2022,21.54,38.48
THAILAND,HSCode_90,2022,60.0,14.21
TIMOR LESTE,HSCode_90,2022,0.32,42.9
TOGO,HSCode_90,2022,1.8,-9.91
TONGA,HSCode_90,2022,0.04,2791.47
TRINIDAD,HSCode_90,2022,1.09,70.84
TUNISIA,HSCode_90,2022,5.77,-19.46
TURKEY,HSCode_90,2022,102.43,59.3
TURKMENISTAN,HSCode_90,2022,2.02,-34.45
TURKS C IS,HSCode_90,2022,,
TUVALU,HSCode_90,2022,0.06,214.95
U ARAB EMTS,HSCode_90,2022,123.39,2.64
U K,HSCode_90,2022,240.81,43.23
U S A,HSCode_90,2022,1091.51,39.03
UGANDA,HSCode_90,2022,7.85,-9.75
UKRAINE,HSCode_90,2022,4.6,-44.95
UNSPECIFIED,HSCode_90,2022,0.14,-45.7
URUGUAY,HSCode_90,2022,1.97,124.79
UZBEKISTAN,HSCode_90,2022,6.81,24.59
VANUATU REP,HSCode_90,2022,0.01,-85.26
VENEZUELA,HSCode_90,2022,0.8,17.95
VIETNAM SOC REP,HSCode_90,2022,35.42,26.19
VIRGIN IS US,HSCode_90,2022,1.28,
WALLIS F IS,HSCode_90,2022,,
YEMEN REPUBLC,HSCode_90,2022,5.51,-30.33
ZAMBIA,HSCode_90,2022,5.51,35.6
ZIMBABWE,HSCode_90,2022,2.01,-23.27
AFGHANISTAN,HSCode_90,2023,3.85,-47.43
ALBANIA,HSCode_90,2023,0.7,-18.68
ALGERIA,HSCode_90,2023,29.23,124.4
AMERI SAMOA,HSCode_90,2023,0.01,
ANGOLA,HSCode_90,2023,6.97,-14.79
ANGUILLA,HSCode_90,2023,0.01,3593.78
ANTIGUA,HSCode_90,2023,0.04,-60.57
ARGENTINA,HSCode_90,2023,16.54,-4.16
ARMENIA,HSCode_90,2023,9.04,835.75
ARUBA,HSCode_90,2023,1.61,-26.12
AUSTRALIA,HSCode_90,2023,49.13,5.19
AUSTRIA,HSCode_90,2023,15.26,7.88
AZERBAIJAN,HSCode_90,2023,2.75,33.65
BAHAMAS,HSCode_90,2023,0.07,109.04
BAHARAIN IS,HSCode_90,2023,17.96,410.19
BANGLADESH PR,HSCode_90,2023,54.45,-1.08
BARBADOS,HSCode_90,2023,0.27,191.7
BELARUS,HSCode_90,2023,1.53,5.57
BELGIUM,HSCode_90,2023,53.45,28.64
BELIZE,HSCode_90,2023,0.47,281.54
BENIN,HSCode_90,2023,1.37,-27.28
BERMUDA,HSCode_90,2023,0.0,-92.07
BHUTAN,HSCode_90,2023,9.62,11.75
BOLIVIA,HSCode_90,2023,2.64,29.9
BOSNIA-HRZGOVIN,HSCode_90,2023,0.76,13.08
BOTSWANA,HSCode_90,2023,0.77,-32.22
BR VIRGN IS,HSCode_90,2023,0.01,3648.12
BRAZIL,HSCode_90,2023,100.76,2.69
BRITISH INDIAN,HSCode_90,2023,,
BRUNEI,HSCode_90,2023,0.39,38.71
BULGARIA,HSCode_90,2023,7.29,-5.32
BURKINA FASO,HSCode_90,2023,2.45,67.82
BURUNDI,HSCode_90,2023,1.06,-13.37
C AFRI REP,HSCode_90,2023,0.08,-52.42
CAMBODIA,HSCode_90,2023,1.46,-39.46
CAMEROON,HSCode_90,2023,2.1,-26.8
CANADA,HSCode_90,2023,38.95,-10.77
CAPE VERDE IS,HSCode_90,2023,0.02,7.6
CAYMAN IS,HSCode_90,2023,1.31,-8.26
CHAD,HSCode_90,2023,1.7,829.36
CHILE,HSCode_90,2023,6.74,-17.77
CHINA P RP,HSCode_90,2023,229.5,12.1
COLOMBIA,HSCode_90,2023,14.75,13.75
COMOROS,HSCode_90,2023,0.05,-70.28
CONGO D. REP.,HSCode_90,2023,7.51,22.21
CONGO P REP,HSCode_90,2023,2.25,77.89
COSTA RICA,HSCode_90,2023,10.52,-6.44
COTE D' IVOIRE,HSCode_90,2023,5.3,13.57
CROATIA,HSCode_90,2023,18.83,137.36
CUBA,HSCode_90,2023,0.2,-69.93
CYPRUS,HSCode_90,2023,3.7,17.06
CZECH REPUBLIC,HSCode_90,2023,9.51,-35.65
DENMARK,HSCode_90,2023,16.76,-45.5
DJIBOUTI,HSCode_90,2023,2.26,41.87
DOMINIC REP,HSCode_90,2023,4.25,-6.21
DOMINICA,HSCode_90,2023,0.13,-39.95
ECUADOR,HSCode_90,2023,14.47,46.41
EGYPT A RP,HSCode_90,2023,23.66,-7.01
EL SALVADOR,HSCode_90,2023,1.78,-5.09
EQUTL GUINEA,HSCode_90,2023,0.21,47.52
ERITREA,HSCode_90,2023,0.72,-24.76
ESTONIA,HSCode_90,2023,2.29,14.22
ETHIOPIA,HSCode_90,2023,9.73,-31.54
FAROE IS.,HSCode_90,2023,0.0,
FIJI IS,HSCode_90,2023,1.32,-30.18
FINLAND,HSCode_90,2023,5.1,-28.28
FR GUIANA,HSCode_90,2023,0.0,610.72
FR POLYNESIA,HSCode_90,2023,0.0,1095.71
FRANCE,HSCode_90,2023,280.72,-2.9
GABON,HSCode_90,2023,0.92,21.39
GAMBIA,HSCode_90,2023,2.12,779.76
GEORGIA,HSCode_90,2023,6.02,-28.38
GERMANY,HSCode_90,2023,306.8,0.85
GHANA,HSCode_90,2023,7.36,20.28
GIBRALTAR,HSCode_90,2023,0.0,-31.27
GREECE,HSCode_90,2023,10.63,11.33
GRENADA,HSCode_90,2023,0.03,6.14
GUADELOUPE,HSCode_90,2023,0.0,-60.11
GUAM,HSCode_90,2023,0.01,7540.74
GUATEMALA,HSCode_90,2023,5.21,-2.48
GUINEA,HSCode_90,2023,1.87,-14.53
GUINEA BISSAU,HSCode_90,2023,0.05,-0.12
GUYANA,HSCode_90,2023,1.88,-7.74
HAITI,HSCode_90,2023,0.3,-3.61
HONDURAS,HSCode_90,2023,2.08,15.08
HONG KONG,HSCode_90,2023,42.69,17.62
HUNGARY,HSCode_90,2023,10.43,82.59
ICELAND,HSCode_90,2023,0.31,199.63
INDONESIA,HSCode_90,2023,69.87,20.6
IRAN,HSCode_90,2023,3.99,-49.45
IRAQ,HSCode_90,2023,18.85,66.95
IRELAND,HSCode_90,2023,28.55,15.09
ISRAEL,HSCode_90,2023,35.31,-21.12
ITALY,HSCode_90,2023,106.17,14.48
JAMAICA,HSCode_90,2023,0.88,-39.5
JAPAN,HSCode_90,2023,81.74,-18.04
JORDAN,HSCode_90,2023,5.8,17.5
KAZAKHSTAN,HSCode_90,2023,7.36,-51.41
KENYA,HSCode_90,2023,24.06,-10.02
KIRIBATI REP,HSCode_90,2023,0.03,143.0
KOREA DP RP,HSCode_90,2023,0.01,703.32
KOREA RP,HSCode_90,2023,31.93,-20.43
KUWAIT,HSCode_90,2023,16.97,74.62
KYRGHYZSTAN,HSCode_90,2023,1.87,181.16
LAO PD RP,HSCode_90,2023,0.24,107.87
LATVIA,HSCode_90,2023,0.46,-62.49
LEBANON,HSCode_90,2023,4.49,39.75
LESOTHO,HSCode_90,2023,0.06,260.95
LIBERIA,HSCode_90,2023,1.4,-22.63
LIBYA,HSCode_90,2023,4.27,-18.23
LIECHTENSTEIN,HSCode_90,2023,0.01,
LITHUANIA,HSCode_90,2023,11.87,56.87
LUXEMBOURG,HSCode_90,2023,0.17,-17.81
MACAO,HSCode_90,2023,0.0,-99.4
MACEDONIA,HSCode_90,2023,0.39,49.07
MADAGASCAR,HSCode_90,2023,1.91,-1.3
MALAWI,HSCode_90,2023,2.75,46.02
MALAYSIA,HSCode_90,2023,64.87,4.06
MALDIVES,HSCode_90,2023,13.87,7.84
MALI,HSCode_90,2023,1.18,-30.67
MALTA,HSCode_90,2023,0.64,-25.54
MARSHALL ISLAND,HSCode_90,2023,0.7,
MARTINIQUE,HSCode_90,2023,0.0,-89.83
MAURITANIA,HSCode_90,2023,0.81,-20.95
MAURITIUS,HSCode_90,2023,7.37,11.87
MAYOTTE,HSCode_90,2023,0.01,504.19
MEXICO,HSCode_90,2023,46.49,16.29
MICRONESIA,HSCode_90,2023,0.13,68.88
MOLDOVA,HSCode_90,2023,0.31,-16.13
MONACO,HSCode_90,2023,0.01,100.31
MONGOLIA,HSCode_90,2023,1.72,24.11
MONTENEGRO,HSCode_90,2023,0.06,-62.87
MOROCCO,HSCode_90,2023,21.96,63.24
MOZAMBIQUE,HSCode_90,2023,8.02,42.08
MYANMAR,HSCode_90,2023,6.95,-33.29
NAMIBIA,HSCode_90,2023,1.27,20.12
NEPAL,HSCode_90,2023,49.98,-9.15
NETHERLAND,HSCode_90,2023,144.37,31.86
NETHERLANDANTIL,HSCode_90,2023,0.05,63.49
NEW CALEDONIA,HSCode_90,2023,0.01,-55.4
NEW ZEALAND,HSCode_90,2023,2.37,68.51
NICARAGUA,HSCode_90,2023,3.33,-22.73
NIGER,HSCode_90,2023,0.3,-37.76
NIGERIA,HSCode_90,2023,46.16,-28.73
NORFOLK IS,HSCode_90,2023,0.0,
NORWAY,HSCode_90,2023,6.56,-89.56
OMAN,HSCode_90,2023,131.11,529.26
PAKISTAN IR,HSCode_90,2023,6.09,17.65
PALAU,HSCode_90,2023,0.0,-42.82
PANAMA REPUBLIC,HSCode_90,2023,3.52,-19.32
PAPUA N GNA,HSCode_90,2023,2.71,-2.03
PARAGUAY,HSCode_90,2023,2.49,26.7
PERU,HSCode_90,2023,12.05,30.68
PHILIPPINES,HSCode_90,2023,25.65,31.19
POLAND,HSCode_90,2023,40.72,-33.41
PORTUGAL,HSCode_90,2023,3.96,5.4
PUERTO RICO,HSCode_90,2023,5.41,-50.18
QATAR,HSCode_90,2023,34.4,77.98
REUNION,HSCode_90,2023,0.02,-13.08
ROMANIA,HSCode_90,2023,6.83,-8.03
RUSSIA,HSCode_90,2023,140.57,86.31
RWANDA,HSCode_90,2023,2.43,-13.32
SAMOA,HSCode_90,2023,0.05,51.8
SAO TOME,HSCode_90,2023,0.0,-70.0
SAUDI ARAB,HSCode_90,2023,53.97,54.2
SENEGAL,HSCode_90,2023,6.69,19.79
SERBIA,HSCode_90,2023,1.68,12.43
SEYCHELLES,HSCode_90,2023,0.84,-19.69
SIERRA LEONE,HSCode_90,2023,1.51,-0.51
SINGAPORE,HSCode_90,2023,247.0,6.29
SLOVAK REP,HSCode_90,2023,2.18,-20.29
SLOVENIA,HSCode_90,2023,2.44,-44.74
SOLOMON IS,HSCode_90,2023,0.09,56.87
SOMALIA,HSCode_90,2023,4.15,10.53
SOUTH AFRICA,HSCode_90,2023,39.89,-1.61
SOUTH SUDAN,HSCode_90,2023,0.22,23.42
SPAIN,HSCode_90,2023,33.83,-7.64
SRI LANKA DSR,HSCode_90,2023,32.67,57.77
ST KITT N A,HSCode_90,2023,0.01,-72.62
ST LUCIA,HSCode_90,2023,0.19,-23.57
ST VINCENT,HSCode_90,2023,0.02,157.71
STATE OF PALEST,HSCode_90,2023,0.07,1656.88
SUDAN,HSCode_90,2023,5.1,-42.09
SURINAME,HSCode_90,2023,0.13,812.31
SWAZILAND,HSCode_90,2023,0.16,-80.78
SWEDEN,HSCode_90,2023,30.48,-12.39
SWITZERLAND,HSCode_90,2023,26.72,26.52
SYRIA,HSCode_90,2023,0.1,-67.01
TAIWAN,HSCode_90,2023,13.63,-16.2
TAJIKISTAN,HSCode_90,2023,0.87,6.01
TANZANIA REP,HSCode_90,2023,24.27,12.68
THAILAND,HSCode_90,2023,59.62,-0.63
TIMOR LESTE,HSCode_90,2023,0.2,-36.51
TOGO,HSCode_90,2023,1.88,4.26
